Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belgium,BEL,10.10387199,10.64118963,11.38692874,11.05365472,11.14165555,11.04201943,11.21725675,12.32568713,12.81544961,13.01017881,12.56342518,13.47269526,14.2554864,13.83696555,12.4583039,13.24167979,12.87543872,13.80705794,14.23923382,13.7225524,12.57881118,11.92668478,10.31133527,10.69622222,10.59483646,10.43079804,10.44717278,10.13514385,10.81351494,10.88248576,11.75259659,11.3859563,10.80121355,11.20117436,11.14518195,11.77800034,11.42249676,11.6813428,11.32793376,11.28761712,11.15688699,10.40678849,11.06729954,10.67853239,10.2224117,10.12670348,9.649182642,9.792729356
Belize,BLZ,0.389104916,0.71334581,0.616038999,0.806357178,0.782848816,0.729134452,1.067745404,0.886764036,1.149867514,1.008660354,1.17492382,1.279731194,1.176541642,1.218267029,1.367932667,1.339422232,1.470320859,1.563946278,1.470285913,1.306054795,1.223207219,1.12025197,1.09786223,1.063998269,1.147316486,1.205117371,1.297682648,1.386852058,1.641342795,1.649179894,1.852402062,1.787432161,1.842443902,1.772672986,1.744577367,1.387513514,1.690008696,1.552901468,2.4738297,2.759791833,2.764858142,1.355075415,1.366583851,1.349497523,1.357217272,1.350550457,1.365560193,1.320620925
Benin,BEN,0.052361713,0.054593747,0.047983641,0.05584216,0.057770443,0.042956796,0.05311315,0.05617521,0.072188346,0.099090439,0.100855602,0.130809368,0.125533,0.130956743,0.139437107,0.079866119,0.08888718,0.105924709,0.104267459,0.143203387,0.115685251,0.13181213,0.1179298,0.127462893,0.179799361,0.162900321,0.123310694,0.124837737,0.138685562,0.149810282,0.167962924,0.177308066,0.214174411,0.231146509,0.234900173,0.217299598,0.203310804,0.197211143,0.246804317,0.248112019,0.258603013,0.295982191,0.323966333,0.324171785,0.336256446,0.473764966,0.478231259,0.486681754
Bermuda,BMU,3.868483516,3.383712446,3.151928721,4.124437628,3.586487026,3.954607843,4.090115385,4.220509434,3.667,4.133709091,4.231153846,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141264,8.080981481,7.145257353,7.226934307,8.171032609,7.980341727,8.054303571,7.475782074,9.960536332,11.05722317,13.16674497,9.87968595,8.35595082,6.672737705,7.875032787,7.71685155,7.547957861,7.713754045,7.701292407,7.452290323,7.984596774,7.97173913,7.92072,8.350015924,8.09068254,10.60127962,6.976525157,8.161661442,8.078859375,6.054548287
Bhutan,BTN,,,,,,,,,,0.012147251,0.011718313,0.011289503,0.010869372,0.010466228,0.010085175,0.009725036,0.018769899,0.027204946,0.052669881,0.051092229,0.057989644,0.072726992,0.063111109,0.107661593,0.127108829,0.108614735,0.195896843,0.203376482,0.112696757,0.229803044,0.336514637,0.395992723,0.350287978,0.406341407,0.480840134,0.584714781,0.749752945,0.712358952,0.693285822,0.699684208,0.704652666,0.847128167,0.745813389,0.730660025,1.03453548,0.625043539,0.841420254,1.045678201
Bolivia,BOL,0.303609161,0.313650422,0.338400704,0.403827324,0.402570604,0.440259538,0.481567712,0.541631326,0.61899555,0.589632052,0.708855107,0.806969796,0.762425532,0.756685721,0.852567888,0.939065974,0.897081021,0.98302457,0.905254944,0.872108558,0.876027618,0.778112607,0.751568033,0.693047766,0.692491772,0.62037665,0.647548503,0.677103059,0.767383835,0.826642399,0.848155679,0.953270842,1.126062522,1.219449963,1.261448884,1.143653614,1.261123532,1.295441598,1.200285742,1.145930879,1.041693893,0.965238944,1.306922677,1.183019502,1.125358833,1.12452996,1.379460468,1.334360386
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.001776988,0.889482428,1.048612491,1.063090581,1.624023194,3.714268948,4.662398338,5.212188298,6.295167336,5.528327513,6.076570434,6.149930857,6.514830386,6.779244438,7.264011045,7.670646784,8.286826699
Botswana,BWA,,,,,,,,,,,,0.029745175,0.067099638,0.111060634,0.227530653,0.695797717,0.879865858,0.90162299,0.98211204,0.990174772,0.976314977,1.028412453,0.930994884,0.913191756,0.979683007,1.083481613,1.218228958,1.242863599,1.32297807,1.575697117,1.509488118,2.250378177,2.330167851,2.269326972,2.222442463,1.933204574,1.934488702,2.259993147,2.051864419,2.432255073,2.428981719,2.480357037,2.330286915,2.363835631,2.412509003,2.345762676,2.406567438,2.476153839
Brazil,BRA,0.656263761,0.69482378,0.698340568,0.691715934,0.668315436,0.741389187,0.743171985,0.847108071,0.899574727,0.975886533,1.042567184,1.134228314,1.283029525,1.35716254,1.396775477,1.40024994,1.436516702,1.523400124,1.58392755,1.537157791,1.378990659,1.350249716,1.277275754,1.265605955,1.330298083,1.430307177,1.463631135,1.44918081,1.455070909,1.395834951,1.44157142,1.427757319,1.469805586,1.519173166,1.702608455,1.833025578,1.924860463,1.853568715,1.873187903,1.892645031,1.921640296,1.869525613,1.787962841,1.855443591,1.881677465,1.875638798,1.940844209,2.052903303
Brunei Darussalam,BRN,3.646876273,4.247717681,3.905003952,3.582597094,3.352525719,4.718889849,4.038249761,3.761256444,4.083313798,65.63709548,57.37997099,68.96625626,69.53474796,54.5507768,45.21841055,36.91535341,37.64900362,54.06335842,40.66072268,36.36005811,7.525650736,10.40162245,13.06595147,9.003863813,11.85225291,10.20564344,14.3229823,23.98964772,25.89663909,25.46719683,22.42415666,21.77158407,20.36843544,19.1802305,19.0431678,18.82929997,19.07351194,19.16796064,14.38561069,19.95884245,18.53526864,15.57684617,15.36104493,15.06183293,14.11771218,13.02155991,25.32328423,27.53860331
Bulgaria,BGR,3.269920074,3.835891818,4.259780927,5.262987916,5.645651942,5.905436715,6.638369161,7.112214403,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221,8.210958036,8.377877479,8.347946173,8.628766462,9.236529547,8.968132006,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.22016537,10.21740396,9.725784356,9.792329524,8.915671297,6.916537955,6.276289191,8.182925017,6.614295979,7.114516575,6.779026611,6.458225919,6.175926323,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.012888437,6.18991912,6.357101164,6.894746888,6.629407764
Burkina Faso,BFA,0.018494344,0.016756614,0.017215114,0.02117424,0.019430925,0.0190888,0.018738941,0.018384879,0.021250774,0.024625604,0.025379523,0.026694228,0.027342902,0.032599499,0.034189686,0.031777869,0.037073358,0.050626309,0.057792726,0.059997327,0.075439675,0.076028785,0.076515014,0.058484048,0.058350323,0.057294258,0.060073106,0.062654212,0.090497014,0.06292581,0.065454563,0.064065863,0.061970519,0.062050807,0.058646549,0.064385012,0.071382763,0.074153103,0.077931836,0.084710182,0.07885726,0.07719742,0.080481507,0.080042649,0.079288089,0.093040501,0.10932004,0.119592082
Burundi,BDI,,0.014449371,0.015383439,0.015112187,0.011413493,0.014553964,0.01426645,0.016146361,0.021164785,0.017742712,0.020659946,0.020502143,0.020359758,0.025225051,0.020923535,0.023516133,0.025924592,0.026259014,0.02740528,0.035515764,0.037037768,0.03587279,0.045207153,0.046861971,0.047627333,0.048325137,0.051813805,0.048239953,0.054997492,0.05433349,0.060219461,0.054674399,0.056859488,0.056676716,0.054823501,0.053748556,0.051017125,0.048315783,0.046686152,0.047172518,0.033286854,0.033055537,0.02412936,0.022920267,0.02275622,0.02649296,0.02378765,0.022620457
Cambodia,KHM,0.051404556,0.054062782,0.066602595,0.056994523,0.065680421,0.074382282,0.064454654,0.073808907,0.197571283,0.169132412,0.035422498,0.016485215,0.01791944,0.010246491,0.010332779,0.010518376,0.010791058,0.007756527,0.004508924,0.043965493,0.045306605,0.049010397,0.050847117,0.054253581,0.052783895,0.052446167,0.050911957,0.050760317,0.049005459,0.047318968,0.046821181,0.04670992,0.045231919,0.049626733,0.128698542,0.14208641,0.162544506,0.186315631,0.179684114,0.181185365,0.208943656,0.222671122,0.240165075,0.265145395,0.278643787,0.301425863,0.324856142,0.332938112
Cameroon,CMR,0.051101253,0.051293787,0.052061248,0.0570889,0.051530856,0.055651798,0.072238405,0.077811332,0.085779913,0.093259296,0.115407674,0.119516296,0.121280318,0.128065985,0.148309515,0.135362614,0.188183835,0.233397389,0.206939554,0.42870165,0.569651019,0.657294288,0.66361643,0.592863037,0.615648947,0.185162374,0.16628448,0.192382569,0.645385635,0.142696316,0.088675939,0.294612322,0.294488687,0.280900041,0.313029018,0.32210625,0.219790816,0.214248274,0.201009511,0.218921617,0.213302188,0.208290242,0.226137296,0.230505765,0.210574373,0.23761016,0.336124611,0.282666707
Canada,CAN,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.6326452,14.61864861,16.01414875,16.29009014,17.32942517,17.05995221,17.12344285,17.11161334,16.97924845,16.7328064,16.88412756,17.61631211,17.42559354,16.71091663,15.88310662,15.6020363,15.82422784,15.4905377,14.77715356,15.50857861,16.14952526,16.08422623,16.195048,15.93988909,16.39745601,16.57521965,15.61188198,15.6636391,15.76857333,16.11466202,15.83187144,15.66823956,17.46531546,16.95942816,16.63900373,17.47312303,17.3735228,17.41756908,16.84377961,16.52524176,16.32970751
Cape Verde,CPV,0.101959294,0.082835238,0.06449457,0.125469935,0.106820196,0.08917657,0.072445444,0.11300027,0.137534506,0.133694519,0.129627273,0.175724799,0.207159995,0.214544119,0.247333378,0.235514751,0.261569338,0.687388392,0.829180051,0.403306815,0.109015416,0.118969601,0.116261374,0.261473834,0.256760665,0.176311321,0.240125489,0.216433481,0.235444161,0.252776701,0.257763844,0.281514667,0.273934155,0.285665319,0.287829222,0.344774177,0.346368187,0.365652666,0.40148575,0.427723574,0.46960431,0.54267129,0.550012934,0.5656235,0.620364868,0.64405029,0.645300534,0.63201955
Cayman Islands,CYM,1.329104748,1.30684248,1.290591272,1.277403623,1.264337432,2.086605212,1.652732394,2.444123528,4.774739583,3.841801991,4.398640544,5.198468954,5.213898516,4.587572977,4.596678157,5.131315363,5.081762749,6.23557881,5.918187461,9.786786074,8.998002739,9.108798852,9.215538445,9.656976144,9.634691652,9.713447803,9.722419449,9.684941427,10.51862476,9.713720823,10.05098125,9.707140369,9.632672741,9.215033241,8.834258356,8.388843266,8.088741834,7.792774629,7.375378748,11.31255131,10.69876003,10.4035286,10.04657534,9.847134645,9.892228515,9.96764224,9.858428281,10.08018808
Central African Republic,CAF,0.057550269,0.047113541,0.046248709,0.045368952,0.053375771,0.050117061,0.053344079,0.104457578,0.104353605,0.114298666,0.098323434,0.08874623,0.083280256,0.057529283,0.05089617,0.062259091,0.060878025,0.067953118,0.046386434,0.046772342,0.057988451,0.059312551,0.059023307,0.058779627,0.061427574,0.059975095,0.094685533,0.082279234,0.086928602,0.067472929,0.068283441,0.070131587,0.070655798,0.072268262,0.070525376,0.068895164,0.070518684,0.070051612,0.072688089,0.07231751,0.065220219,0.064161329,0.060329942,0.059380393,0.058410903,0.061004019,0.060809096,0.061434496
Chad,TCD,0.017014177,0.027356316,0.029097577,0.030755214,0.032337382,0.025116648,0.034232157,0.035625533,0.045128861,0.034103184,0.04017202,0.031557873,0.041062356,0.037369075,0.044566313,0.043643612,0.046203944,0.044468215,0.045230263,0.045896995,0.044891278,0.043094461,0.042055224,0.043173529,0.034880834,0.035256358,0.036199335,0.011691359,0.01762081,0.02440102,0.011241631,0.013777393,0.015039923,0.015130915,0.014671966,0.014730822,0.015261556,0.01478276,0.01522729,0.021407079,0.020233639,0.019100691,0.041661837,0.039863777,0.040844779,0.040364289,0.044547741,0.046466685
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,1.8441594,2.077602589,2.102643474,2.072183545,2.052582345,2.123781333,2.13113075,2.301931284,2.399486927,2.575208205,2.778181553,2.84022144,2.739130116,2.529722972,2.208883488,2.279995255,2.155781461,2.111692742,2.256326624,2.260134503,2.163665462,1.788443131,1.778963181,1.864264835,1.776070735,1.807188092,1.811102147,2.114656099,2.499747146,2.646571105,2.456714955,2.494285541,2.605184577,2.832213583,3.026606422,3.385092199,3.844656799,3.922250588,4.085289705,3.897243677,3.461797273,3.552466357,3.534473223,3.870166944,3.9140518,3.989268355,4.214351082,4.352866791
China,CHN,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,2.167703077,2.245901276,2.31420729,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,2.885225041,3.512245428,4.080138906,4.441150695,4.892727098,5.153564017,5.308488782
Colombia,COL,1.104944742,1.144706056,1.215012032,1.204701884,1.233351949,1.230201968,1.256956901,1.315351953,1.349579307,1.331684655,1.387179646,1.406547848,1.471723725,1.557504503,1.498136754,1.553560878,1.568553648,1.623454647,1.691308317,1.650462777,1.617522697,1.633720895,1.7212177,1.668286606,1.612971747,1.603001023,1.614515452,1.643374899,1.635070404,1.726851721,1.687471431,1.798670413,1.821594271,1.887587996,1.635261869,1.630815431,1.718221237,1.716394653,1.445225136,1.456686706,1.39213673,1.355012628,1.375962603,1.268656004,1.374936775,1.408843721,1.430344342,1.504254587
Comoros,COM,0.055954833,0.054950324,0.053948685,0.052926064,0.069157037,0.084599129,0.082681338,0.080744247,0.07885038,0.123243934,0.120485787,0.117815261,0.115044491,0.111956646,0.12202228,0.14382238,0.138227513,0.096477467,0.069498582,0.1449579,0.139888725,0.135269114,0.131051053,0.127172858,0.142596049,0.129513536,0.144228831,0.149466405,0.145859071,0.175864857,0.171669907,0.167583213,0.163578431,0.159632754,0.163147187,0.13017343,0.126897766,0.137404122,0.147251873,0.149947819,0.152376599,0.154550972,0.162504042,0.164051665,0.171095565,0.18319484,0.178323966,0.178869323
"Congo, Dem. Rep.",COD,0.14954175,0.134386246,0.138182708,0.11581985,0.140883148,0.133283829,0.123358282,0.176160109,0.185449649,0.133891488,0.142140749,0.140990171,0.144964598,0.148726207,0.138868298,0.142181121,0.140956434,0.138806809,0.143016122,0.129613427,0.135956383,0.107629089,0.137225274,0.131400232,0.117295228,0.105660484,0.117046137,0.118326953,0.125095173,0.111804228,0.09919133,0.091759092,0.083012725,0.058121398,0.067319721,0.071728871,0.063107784,0.053487544,0.046414963,0.033177696,0.030708505,0.029410705,0.031384031,0.040908954,0.041254972,0.041641953,0.04199672,0.045078199
"Congo, Rep.",COG,0.257404845,0.223263085,0.214037648,0.237612996,0.212184074,0.258759646,0.263611663,0.358162626,0.38756515,0.428475127,0.498354272,0.467800139,0.83453057,1.076760071,0.707553996,0.77168183,0.291372263,0.190165488,0.199444545,0.226347325,0.255438096,0.705587916,0.582449302,0.563918682,0.614939706,0.498483431,0.601421473,0.662899577,0.64822121,0.497344805,0.51554481,0.624214545,0.596462888,0.808162476,0.572988459,0.610706027,0.810564469,0.261459125,0.268834867,0.334450867,0.268178183,0.215186248,0.322548839,0.552322344,0.454589736,0.403226789,0.426599711,0.504693668
Costa Rica,CRI,0.355706544,0.384413787,0.405911277,0.440312036,0.535283814,0.6090231,0.521594613,0.600583244,0.646772199,0.686915747,0.819896528,0.923995489,1.047615586,0.953692279,0.995138646,0.992749417,1.211530379,1.317995794,1.225893035,1.051583954,0.934486601,0.842172244,0.826226715,0.764466461,0.841899295,0.942718855,0.970754684,1.008355031,0.993585657,0.962661551,1.060213487,1.17576916,1.196649404,1.55694552,1.402774294,1.335012138,1.366984782,1.421478178,1.441340528,1.396932777,1.439154313,1.549172132,1.592685434,1.636278643,1.610806623,1.697166018,1.82336689,1.772632064
Cote d'Ivoire,CIV,0.146581257,0.149410134,0.152589411,0.179410516,0.265259952,0.281256749,0.310910353,0.353871035,0.401801569,0.45089262,0.478518996,0.510042559,0.5191949,0.550660377,0.589466829,0.559396449,0.546629316,0.620364411,0.667257831,0.732020936,0.502640366,0.658208349,0.499814239,0.535695823,0.698121656,0.547546045,0.68016885,0.783300574,0.704263317,0.463145235,0.435364687,0.345550475,0.426394454,0.368399164,0.485945208,0.555277923,0.527606248,0.435322673,0.385824406,0.409566163,0.457374723,0.424100917,0.312804714,0.43221854,0.434237914,0.389591683,0.342378464,0.369461653
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.678485011,3.540551724,3.629147097,3.772242664,4.120683133,4.220418635,4.536293268,4.499603865,4.438345911,4.665514189,4.927324775,5.302283784,5.191956522,5.201658487,5.219693694,5.493060189,5.255702526
Cuba,CUB,1.672902149,1.903985657,1.713662195,1.837836218,1.839539452,1.874748311,1.908527111,1.908687354,2.01862158,2.145783569,2.214032673,2.308309804,2.445058431,2.46388587,2.873009358,2.858069958,3.058229608,3.167313117,3.251086824,3.200143433,3.320729795,3.488352168,3.10011,3.259810412,3.235378189,3.305499861,3.310301838,3.437602469,3.412220952,3.154146588,2.781367604,2.921406257,2.719660363,2.96832559,2.353773188,2.462259272,2.238438942,2.215870854,2.283678951,2.344977758,2.2847633,2.334648032,2.273874381,2.134927552,2.188944044,2.411762445,2.381712528,2.788596868
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,1.501229034,1.56766903,1.706637808,1.729866427,1.981629998,2.123527503,2.306609086,2.713836804,2.75830716,2.778324521,3.035229401,3.829643073,3.936797631,2.996399978,3.046815137,3.746814965,4.01032334,4.171340063,4.415733757,4.680639232,4.421052861,4.48441439,4.463924016,4.561533545,4.408203458,4.977553215,5.697420912,5.606066819,5.780492611,6.069711203,6.054006121,6.590192168,6.918800329,6.942379704,6.683063604,6.798384705,6.858453138,7.313332063,7.298308813,7.261740242,7.120558679,7.166538759,7.76285649,7.219882537,7.26608378,7.430044874,7.709818283,7.943456877
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5189474,12.77504176,12.35665863,12.53680616,12.85073058,12.62508134,12.19356215,10.88419212,12.13441946,12.15325076,11.77804903,11.98926726,12.01141629,11.79542827,11.95678506,11.99367922,11.22331772
Denmark,DNK,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.94001898,11.78773785,10.90586639,10.99622697,11.82381802,12.08251954,11.9085499,12.24483071,11.75395074,10.06755094,10.44682393,9.769255677,9.898481479,11.68792424,11.43812813,11.33353033,10.69463864,9.504375565,9.807789978,11.91883958,10.5442639,11.05055363,11.75427972,10.56648552,13.05414136,10.79772019,10.57053451,9.570253029,8.849505657,9.150421654,9.653965239,10.37874983,9.339631823,8.648125302,10.0083792,9.099285573,8.377810737
Djibouti,DJI,0.489733231,0.498379543,0.64607253,0.772197909,1.036887564,1.117557423,0.660457926,0.85027403,0.555671951,0.862172229,0.940700447,1.049894837,0.931376411,0.939969917,0.884154972,0.807162714,0.732797478,0.680662286,1.133302324,1.024202297,0.848689261,0.957204484,0.935494353,0.925313923,0.927615377,0.894666645,0.853154446,0.73211733,0.761013121,0.710848495,0.687198805,0.69708144,0.710877929,0.699650533,0.684778393,0.677141492,0.660963868,0.596138996,0.623557948,0.551104614,0.513651208,0.522294367,0.522083269,0.577489046,0.585183462,0.59211079,0.580986666,0.612855233
Dominica,DMA,0.180243799,0.177484149,0.233128834,0.229474343,0.225533158,0.221223456,0.325083849,0.318680205,0.261137697,0.36114863,0.358670896,0.357820929,0.35778103,0.408516801,0.406924485,0.403810153,0.349656732,0.345757004,0.440498118,0.486907797,0.486507284,0.536638906,0.539647076,0.592949927,0.647378356,0.652830654,0.658757687,0.76672707,0.823582257,0.827228379,0.828209254,0.826808715,0.875781459,0.976496146,1.130457934,1.030287705,1.138723428,1.093554296,1.152436324,1.473705362,1.636888563,1.481594782,1.642731214,1.592340093,1.649285455,1.601310044,2.196963498,1.883023519
Dominican Republic,DOM,0.301172478,0.351511986,0.34223108,0.463606734,0.397452256,0.416454121,0.379284262,0.551551235,0.605278991,0.689252561,0.759868571,0.98134172,1.219709496,1.278590843,1.231894468,1.200644562,1.039146106,0.98510972,1.202724668,1.114515797,1.040392657,1.045430112,1.275797403,1.173773051,1.125191603,1.235234922,1.44191877,1.423867166,1.470340885,1.330273011,1.380903035,1.497050812,1.564622342,1.630473295,2.034466315,2.178410973,2.226895888,2.244334317,2.231025788,2.341391907,2.318807287,2.42638566,2.392514817,2.190568967,2.133084355,2.214647885,2.24129722,2.236635417
Ecuador,ECU,0.360268682,0.332686082,0.370613451,0.429475605,0.442494541,0.456441176,0.474553447,0.553773475,0.619770942,0.717133833,0.68681465,0.725519572,0.807103202,0.90755912,1.065954422,1.140985824,1.02312883,1.385318518,1.571999048,1.689311546,2.04087176,2.295411395,2.266105644,2.399514512,2.137532187,1.638474883,1.581441213,1.763726457,2.021271435,1.640763535,1.571147391,2.079450785,2.208265324,1.220512246,2.00381176,2.062357768,1.552260934,1.858705979,1.751065015,1.696411339,1.867967715,1.933822234,2.042148702,2.169572959,2.182217544,2.187880122,2.230957721,1.90827354
"Egypt, Arab Rep.",EGY,0.596471932,0.632308089,0.714144913,0.824096377,0.870027651,0.815164937,0.588854608,0.668680896,0.561285753,0.603693098,0.627112008,0.678903335,0.619515842,0.66543509,0.774934729,0.840667902,0.902380362,0.915947851,0.977921753,1.006390791,1.107621861,1.19921223,1.182593341,1.29089708,1.262105908,1.436708454,1.407098046,1.369220678,1.29665823,1.336016794,1.358284403,1.377260434,1.552079498,1.397834608,1.542337926,1.616441746,1.685402856,1.871759417,1.886826194,2.089127611,1.821096254,1.812529092,2.222148127,2.204428601,2.35354863,2.481256444,2.58924754,2.685290206
El Salvador,SLV,0.203914452,0.219916602,0.36938096,0.391634531,0.320955481,0.390508164,0.336783305,0.356503482,0.327700423,0.382765246,0.39375806,0.426508289,0.487669811,0.476978376,0.49830929,0.511451565,0.518604962,0.531598754,0.522149973,0.45834911,0.387675821,0.36831094,0.391147792,0.325731262,0.397829975,0.393490158,0.478033035,0.476255332,0.492312672,0.490964855,0.596797794,0.623561309,0.696750403,0.782111013,0.921003084,0.845295173,0.986599654,0.988788548,0.964037791,0.966704908,0.996957272,1.008569473,1.090605628,1.041320384,1.051521582,1.067896433,1.131198708,0.997269165
Equatorial Guinea,GNQ,0.08624853,0.085298576,0.09835205,0.09695745,0.108882117,0.093181884,0.090881089,0.101613076,0.150690889,0.126054031,0.231670721,0.32015366,0.111808581,0.205706638,0.261664708,0.272777792,0.282783241,0.323436158,0.289792484,0.265987252,0.299442143,0.292526883,0.229004801,0.274680713,0.211128668,0.245868115,0.290498056,0.302373654,0.323863934,0.323656613,0.521775462,0.54109488,0.248171513,0.085676569,0.298314001,0.25659001,0.620886121,0.345632214,0.938575519,0.873799915,5.761312,8.981828151,10.52020545,7.933434386,7.753484637,7.59444978,7.448622223,7.269477162
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057547512,0.09245968,0.106761659,0.158327779,0.17221165,0.175068682,0.165973929,0.165436975,0.152254432,0.17514558,0.178325344,0.170837387,0.120764245,0.120741614,0.083753257
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02113051,12.46771361,12.75978418,11.66234615,13.28632574,13.29991176,12.3674572,11.24900593,11.3610154,11.71793951,11.38714262,12.96874014,13.22173513,12.97250792,12.61229194,14.87110635,13.64312455
Ethiopia,ETH,0.01477322,0.016748889,0.017401196,0.016381878,0.025329156,0.031577666,0.040104189,0.06285932,0.059171414,0.057108159,0.062188056,0.045952801,0.055639607,0.053830135,0.036715656,0.035151911,0.030933631,0.039991159,0.053148534,0.051444828,0.05144354,0.039697071,0.047908085,0.041863174,0.044188771,0.052215442,0.058936573,0.059089831,0.060479175,0.062440252,0.059700139,0.057347506,0.096503227,0.054327347,0.037735731,0.063451782,0.070694429,0.080860861,0.079461764,0.088909987,0.064019111,0.064904846,0.069885598,0.071644577,0.073918847,0.078895598,0.084410641,0.089452062
Faeroe Islands,FRO,3.267237663,3.332689577,3.502486165,3.362817841,3.728366904,3.784519283,4.526917503,4.862492375,5.576601379,6.659143383,6.6881679,5.973528813,6.382861179,7.515846831,8.622255773,8.083225159,9.860153582,9.572119645,11.36771736,9.857757311,10.16141323,10.45778102,10.99339555,11.10222618,11.36441963,10.65133419,10.65578394,11.14730842,12.15690636,13.10799445,12.64079157,14.33355049,13.29657642,11.82849484,14.58940276,15.03422701,15.00464042,14.96296046,14.88930552,14.34958354,14.23831917,14.21681152,14.21317829,14.0817698,14.1336566,14.22168128,14.34427242,14.56326522
Fiji,FJI,0.414312627,0.548010618,0.554843088,0.944333074,0.743067786,0.677457414,0.729007915,0.793813627,0.848975828,1.000305443,1.034646211,1.067311908,1.138188964,1.18682374,1.081084362,0.823813536,1.280972024,1.16739937,1.350983544,1.252546447,1.661682074,1.25661308,1.043188453,0.832416759,0.814083965,0.84206754,0.660595285,0.766122036,0.870679897,1.122669174,0.917670164,0.985228292,1.024843009,1.082297169,1.144089288,1.172934563,0.957012727,0.911385876,1.031579065,1.06163101,1.377184025,1.051133357,2.027902743,2.305579769,1.988299842,1.890968618,1.747304754,1.486531753
Finland,FIN,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18053472,10.77189329,8.912749359,8.566777744,8.618023095,10.07073571,10.84184167,11.70555722,10.51287309,10.57027567,10.2161173,10.948179,9.74352974,10.25091568,11.67626686,10.24476143,11.97867217,11.68982954,11.05828449,10.7295164,10.07321632,10.87587548,11.74433248,13.21467044,12.80952903,10.4087491,12.54696362,12.0866947,10.63577891
France,FRA,5.95092337,6.233673842,6.873550448,7.012419732,7.061432432,6.898187147,7.325907619,7.515704205,8.014915415,8.449671731,8.830112498,9.105851815,9.708686132,9.311685982,8.286067957,9.324252279,8.827812726,9.248969801,9.635200015,9.160778679,8.201609035,7.838481152,7.539644364,7.190412399,7.070784998,6.762879051,6.582720537,6.454217567,6.737587265,6.847263023,7.303964602,6.750623962,6.587682666,6.229194971,6.603753135,6.82500991,6.320332023,6.784410735,6.137816199,6.001543746,6.288080789,6.155806449,6.220004779,6.215233322,6.202144696,6.009049089,5.847076451,5.856500216
French Polynesia,PYF,0.718183487,0.566123554,0.759676361,0.735295428,0.908269527,1.258211423,1.397540819,1.48968439,1.506109457,1.752931308,1.984047613,1.828804003,1.712694914,1.718969983,1.638529156,1.972315392,1.992544937,2.190561529,1.925380666,1.941521397,2.120511189,2.105222432,2.557446344,2.704277286,3.37148899,3.390613617,3.330207672,3.058381985,3.183076497,3.22814165,3.198862953,3.171755594,3.128085631,2.686345311,2.701846171,2.531584398,2.562543676,2.496179709,2.465268143,2.715861941,3.052694576,3.053338776,3.307368023,3.133291207,3.352340409,3.18228414,3.213158851,3.368404142
