"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1Gender","Answer.Q2age","Answer.Q3eductation","Answer.Q4income","Answer.Q5ethnicity","Answer.Q6Responsible","Answer.amount","Answer.facts","Answer.responsiblePercent","Answer.test_amount","Answer.zipcode","Approve","Reject"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20KCM6IAA2SE0C35IWFQSKA47BCLLM","A1BS82B0PZRM6P","Approved","Tue May 21 16:39:11 GMT 2013","Tue May 21 16:41:19 GMT 2013","Tue May 21 18:41:19 GMT 2013","2013/05/21 18:45:30 +0000","","","128","100% (1/1)","100% (1/1)","100% (1/1)","Male","52","Graduate degree (Masters, Doctorate, etc.)","$50,000 - $62,000","White","No","40000","Included all medical expenses, plus what seemed like a reasonable amount for pain and suffering, etc.","10","12000","55117"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20N66RLPHIT3ZD5LDG96ANJQRUTG8R","AI9PHA1O9GHB","Approved","Tue May 21 17:02:03 GMT 2013","Tue May 21 17:06:26 GMT 2013","Tue May 21 19:06:26 GMT 2013","2013/05/21 19:10:30 +0000","","","263","100% (1/1)","100% (1/1)","100% (1/1)","Female","31","Graduate degree (Masters, Doctorate, etc.)","$87,000 - $100,000","White","No","0","You're not entitled to money just because something bad happens to you! Never mind that it sounds like this guy is trying to defraud the system by claiming worse injuries than he has. So long as he didn't miss work or something to that effect, his medical insurance should cover his treatment. If it doesn't, then the bar really ought to pay his medical costs. But he does not deserve any special monetary awards.","20","0","98109"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20QN5F3Q0JG5BGVYUSPBC9F9HLACGP","A2ZU1P6UYE1UBU","Approved","Tue May 21 16:23:58 GMT 2013","Tue May 21 16:25:46 GMT 2013","Tue May 21 18:25:46 GMT 2013","2013/05/21 18:30:30 +0000","","","108","100% (1/1)","100% (1/1)","100% (1/1)","Male","23","Bachelors degree","Less than $12,000","White","No","0","because his injuries and medical expenses were not the result of the incident with the TV, regardless of who was actually at fault in that event.","0","500","11702"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20QN5F3Q0JG5BGVYUSPBC9F9HLCGCV","A2U8UZRVCIAK55","Approved","Tue May 21 16:42:02 GMT 2013","Tue May 21 16:42:35 GMT 2013","Tue May 21 18:42:35 GMT 2013","2013/05/21 18:45:31 +0000","","","33","100% (1/1)","100% (1/1)","100% (1/1)","Female","28","Bachelors degree","$62,000 - $75,000","White","Yes","500","Bar Customer doesn't appear to have any real injuries related to the incident, except a very minor hairline fracture.  I wouldn't mind awarding him a few hundred for whatever his co-pay was in the ER plus some paina nd suffering, but it doesn't seem like he was that injured by the TV and is just trying to milk this accident to get money.","70","15000","60601"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20SJG5TYMNCWGTDKX5JS0HX1QC7MIA","A2DJCEYHFSOTE6","Approved","Tue May 21 16:30:50 GMT 2013","Tue May 21 16:34:53 GMT 2013","Tue May 21 18:34:53 GMT 2013","2013/05/21 18:35:35 +0000","","","243","100% (1/1)","100% (1/1)","100% (1/1)","Female","39","Some college, no degree","$37,000 - $50,000","Other","No","3,000","There is a possibility that the plaintiff received some measure of injury. With no way to prove to what extent of injury it would be best to split the responsibility and have the appliance company offer to pay hospital bills.","40","20,000","76437"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","20YSVQ8H88MQCOUG67MCQ1RXMXV7QP","A2KHL0G3NIMQ3A","Approved","Tue May 21 16:47:01 GMT 2013","Tue May 21 16:49:37 GMT 2013","Tue May 21 18:49:37 GMT 2013","2013/05/21 18:50:31 +0000","","","156","100% (2/2)","100% (1/1)","100% (1/1)","Female","34","Some college, no degree","$50,000 - $62,000","White","Yes","3000","I think the amount that he was asking for was way too high.  He had previous injuries that could be making his pain worse.","70","5000","87110"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","2118D8J3VE7WAA2YG873UCK8ZMKYIB","A1Y3Z92RE62NPS","Approved","Tue May 21 16:29:18 GMT 2013","Tue May 21 16:33:52 GMT 2013","Tue May 21 18:33:52 GMT 2013","2013/05/21 18:35:34 +0000","","","274","100% (2/2)","100% (2/2)","100% (1/1)","Male","19","Some college, no degree","Less than $12,000","White","Yes","40000","The TV fell and injured one of their customers, thus they should be responsible for paying for his injuring. They should sue the Application Store that installed it for a faulty installation to get money from them.","70","6000","98122"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","21T4IXKO2L92ZWL7S2O36OCC4TUCDF","A2VZXGPGBBQNGU","Approved","Tue May 21 16:23:45 GMT 2013","Tue May 21 16:28:24 GMT 2013","Tue May 21 18:28:24 GMT 2013","2013/05/21 18:30:32 +0000","","","279","100% (1/1)","100% (1/1)","100% (1/1)","Male","26","Bachelors degree","$25,000 - $37,000","Asian / Pacific Islander","No","10000","He already had prior injury. There were injuries that weren't related to this. The TV didn't hit his head. Only thing he should really be compensated for is the hairline fracture of his arm and missed work and ER visit.","20","5000","90703"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","21Z0G5R98D8JLDNIEOJTVYCGSFVTDG","A3UJO2A7THUZTV","Approved","Tue May 21 16:28:26 GMT 2013","Tue May 21 16:31:23 GMT 2013","Tue May 21 18:31:23 GMT 2013","2013/05/21 18:35:31 +0000","","","177","100% (1/1)","100% (1/1)","100% (1/1)","Male","27","Bachelors degree","$50,000 - $62,000","White","No","1000","It sounds to me like this is what he does to make money. He scams companies and takes them to trial to make money.","0","1000","37618"
"2VMEGDHDM25LQ0IYHSXHMZ6OSI6DNV","29GTL0XULRGNBTSE4I4XDFP7NG4P3G","Answer a Survey About a Court Case Settlement","You are the Jury! Provide your input about how much a trail case is worth.","survey, answers, trial, judge, easy, case, jury, research, opinion","$0.43","Tue May 21 15:47:22 GMT 2013","120","BatchId:1137060;","3600","7200","Sun May 26 15:47:22 GMT 2013","","","224M6IAA2SEICC3BIKHKSA4I7LRMMQ","A1DBUZUY6NGUR","Approved","Tue May 21 16:31:07 GMT 2013","Tue May 21 16:56:31 GMT 2013","Tue May 21 18:56:31 GMT 2013","2013/05/21 19:00:31 +0000","","","1524","100% (1/1)","100% (1/1)","100% (1/1)","Male","25","Bachelors degree","Less than $12,000","Asian / Pacific Islander","No","27000","if appliance store is indeed responsible, they should pay damages.  I think that the valuation given by the plaintiff is pretty fair, so I settled on that amount.","0","5000","78746"
