gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
MS2144,407 INDUSTRIAL PARKWAY,CLEVELAND,MS,38732-2115,33.758609,-90.715516,GSA,6864.0,6864.0,100.0,174581.51,25.43,1.63,0.0
NV6417,1395 GREG STREET,SPARKS,NV,89431-6073,39.523379,-119.761933,6223564,92100.0,4650.0,5.05,61030.86,13.12,1.63,1.12
OH2305,8544 HICKORY HILL,POLAND,OH,44514-5262,40.990698,-80.627612,8079705,15612.0,5082.0,32.55,92535.96,18.21,1.63,0.0
TX2402,9945 BISSONNET STREET,HOUSTON,TX,77036-8203,29.675037,-95.553199,5851890,27500.0,27170.0,98.8,658851.07,24.25,1.63,1.63
VA0711,7618 TIMBERLAKE ROAD,LYNCHBURG,VA,24502-2325,37.4137497,-79.14225,GSA,13452.0,13452.0,100.0,261486.34,19.44,1.63,1.63
AZ7420,775 EAST 39TH STREET,YUMA,AZ,85364-8011,32.656719,-114.61354,8040651,8632.0,8632.0,100.0,314882.18,36.48,1.63,1.63
MO1900,717 N. 16TH ST.,ST. LOUIS,MO,63103-1838,38.633818,-90.201476,7830550,22535.0,22535.0,100.0,673027.45,29.87,1.63,1.63
NC2348,350 JAKE ALEXANDER BLVD,SALISBURY,NC,28147-1317,35.6498228,-80.4971427,111876,6609.0,3628.0,54.89,71856.48,19.81,1.63,0.0
TX2574,1301 FANNIN STREET,HOUSTON,TX,77002-7012,29.754166,-95.365807,233968,784143.0,34355.0,4.38,961621.25,27.99,1.64,1.64
WV0236,301 9TH ST,HUNTINGTON,WV,25701-1416,38.421272,-82.444006,1450839,60640.0,32948.0,54.33,462390.0,14.03,1.64,0.0
VA1631,9610 GUNSTON COVE ROAD,LORTON,VA,22079-2310,38.695125,-77.22365,136552,163440.0,91578.0,56.03,707203.03,7.72,1.64,1.64
CA8084,3720 DUDLEY BLVD,MCCLELLAN AFB,CA,95652-2508,38.647012,-121.406886,655856,76000.0,7754.0,10.2,234325.88,30.22,1.64,1.64
MO1932,101 PARK DEVILLE,COLUMBIA,MO,65203-0057,38.957287,-92.385812,GSA,35833.0,14835.0,41.4,188414.12,12.7,1.64,0.0
VA0017,22995 WILDER COURT,STERLING,VA,20166-2340,38.979855,-77.443553,359904,130000.0,7575.0,5.83,1196029.8,157.89,1.64,1.64
CA7481,2417 LA BRUCHERIE ROAD,IMPERIAL,CA,92251-9572,32.826302,-115.578684,GSA,29995.0,6149.0,20.5,181696.78,29.55,1.65,0.0
DE0049,1007 N ORANGE ST,WILMINGTON,DE,19801-1239,39.746145,-75.549028,223903,600000.0,44095.0,7.35,1054495.27,23.91,1.65,0.0
NC2118,227 WEST TRADE STREET,CHARLOTTE,NC,28202-1675,35.228346,-80.844439,479465,488850.0,41539.0,8.5,905364.52,21.8,1.65,0.0
NJ5058,8 COMMERCE WAY,HAMILTON SQUARE,NJ,08691-3300,40.201815,-74.658485,836120,16039.0,5382.0,33.56,179487.88,33.35,1.65,0.0
VA0318,1550 CRYSTAL DRIVE,ARLINGTON,VA,22202-4102,38.858854,-77.049178,137333,458348.0,111757.0,24.38,4355962.52,38.98,1.66,1.66
TN2071,3150 TCHULAHOMA RD,MEMPHIS,TN,38118-2730,35.061936,-89.952013,GSA,25512.0,25512.0,100.0,338418.88,13.27,1.66,0.0
MS2168,2510 14TH STREET,GULFPORT,MS,39501-1947,30.36819,-89.093443,5655052,179797.0,9869.0,5.49,221109.81,22.4,1.66,0.0
FL2230,325 JOHN KNOX RD,TALLAHASSEE,FL,32303-4113,30.47442,-84.285379,6043041,60761.0,19251.0,31.68,316523.51,16.44,1.66,0.0
AK3283,350 E INTERNATIONAL,ANCHORAGE,AK,99518-1215,61.173607,-149.877222,GSA,10496.0,7200.0,68.6,100739.71,13.99,1.67,1.67
AK3414,3000 C STREET,ANCHORAGE,AK,99503-2400,61.193387,-149.886634,7036641,79455.0,20447.0,25.73,745906.56,36.48,1.67,1.67
GA2092,1 10TH STREET,AUGUSTA,GA,30901-0100,33.478664,-81.968634,5890448,137000.0,6875.0,5.02,140393.77,20.42,1.67,0.0
HI5889,4334 RICE STREET,LIHUE,HI,96766-1810,21.973354,-159.3663,1389155,15245.0,5835.0,38.27,193656.44,33.19,1.67,0.0
IL1943,7222 W CERMAK RD,NORTH RIVERSIDE,IL,60546-1422,41.850429,-87.804655,144678,97500.0,8431.0,8.65,247346.67,29.34,1.67,1.67
KY2032,333 SCOTT STREET,COVINGTON,KY,41011-1538,39.087797,-84.509514,523152,284000.0,236744.0,83.36,4101955.09,17.33,1.67,1.67
LA1301,3535 S SHERWOOD FOREST,BATON ROUGE,LA,70816-2255,30.420834,-91.05146,5931693,30893.0,23762.0,76.92,322692.41,13.58,1.67,0.0
MN1592,130 W. SUPERIOR,DULUTH,MN,55802-2032,46.785329,-92.100182,5969554,134006.0,7857.0,5.86,130760.54,16.64,1.67,0.0
MS2137,9394 THREE RIVERS ROAD,GULFPORT,MS,39503-4268,30.424918,-89.087763,GSA,16388.0,16388.0,100.0,400441.97,24.44,1.67,0.0
OH2299,3100 RESEARCH BOULEVARD,KETTERING,OH,45420-4022,39.717774,-84.111562,63625,313575.0,94125.0,30.02,1271907.15,13.51,1.67,1.67
TX1525,5835 CALLAGHAN ROAD,SAN ANTONIO,TX,78228-1125,29.486228,-98.577576,946984,75047.0,4779.0,6.37,86894.27,18.18,1.67,0.0
MA5663,15 NEW CHARDON ST,BOSTON,MA,02114-4711,42.361822,-71.062584,222383,132808.0,42596.0,32.07,2255766.64,52.96,1.67,0.33
TN2211,3112 MILLER'S POINT DRIVE,MORRISTOWN,TN,37813-1910,36.22661,-83.253486,GSA,10147.0,10147.0,100.0,156243.45,15.4,1.67,0.0
VA0883,9502 CENTER STREET,MANASSAS,VA,20110-5520,38.752101,-77.483927,858485,27900.0,27900.0,100.0,603627.41,21.64,1.67,1.67
VA0385,8850 RICHMOND HGWY,ALEXANDRIA,VA,22309-1586,38.718171,-77.130312,85535,66000.0,17783.0,26.94,369978.62,20.81,1.68,1.68
MD0803,7100 OLD LANDOVER ROAD,LANDOVER,MD,20785-1506,38.928194,-76.891028,47829,251227.0,91525.0,36.43,764622.46,8.35,1.68,1.68
MD1030,"2414 NORTHGATE DRIVE, SUITE 1",SALISBURY,MD,21801-7881,38.409976,-75.568232,1435600,64447.0,9305.0,14.44,168693.22,18.13,1.68,0.0
NH6141,CONSTITUTION WAY,BEDFORD,NH,03110-6063,42.95733,-71.502357,GSA,47368.0,3600.0,7.6,79920.0,22.2,1.68,0.0
MS2182,80 VETERANS MEMORIAL DRIVE,KOSCIUSKO,MS,39090-3424,33.039674,-89.578857,GSA,6700.0,6700.0,100.0,133614.63,19.94,1.69,1.69
FL2838,227 N. BRONOUGH STREET,TALLAHASSEE,FL,32301-1380,30.4439,-84.28434,1360644,226039.0,21918.0,9.7,406663.81,18.55,1.7,0.02
TX1892,110 N COLLEGE,TYLER,TX,75702-7250,32.350825,-95.301701,1393107,210081.0,58680.0,27.93,991519.44,16.9,1.7,0.0
AR1217,131 WEST INDUSTRIAL PARK ROAD,HARRISON,AR,72601-2205,36.25085,-93.124646,GSA,6864.0,6864.0,100.0,112132.44,16.34,1.7,0.0
MD0254,11545 ROCKVILLE PIKE,BETHESDA,MD,20852-2747,39.046674,-77.112524,131363,364000.0,347922.0,95.58,9756986.9,28.04,1.7,1.7
VA0708,721 LAKE FRONT COMMONS,NEWPORT NEWS,VA,23606-3324,37.0879317,-76.4741285,939827,74236.0,13174.0,17.75,318006.1,24.14,1.7,0.0
AZ6294,4720 N ORACLE ROAD,TUCSON,AZ,85705-1673,32.292548,-110.978162,972050,87527.0,45864.0,52.4,1242355.16,27.09,1.71,1.71
CA7557,2005 LONG BEACH BLVD,LONG BEACH,CA,90806-4905,33.794048,-118.189503,5623044,15510.0,15510.0,100.0,880654.7,56.78,1.71,0.0
NM1503,5300 HOMESTEAD RD. NE,ALBUQUERQUE,NM,87110-1293,35.128673,-106.58365,5633028,60455.0,60455.0,100.0,543703.51,8.99,1.71,0.0
TX1665,2021 WOODWARD ST,AUSTIN,TX,78741-7805,30.217028,-97.743963,784789,144101.0,144101.0,100.0,1159437.54,8.05,1.71,1.21
TX2546,8001 N. STEMMONS FREEWAY,DALLAS,TX,75247-4101,32.82387,-96.871691,409945,109378.0,109378.0,100.0,1784910.08,16.32,1.71,0.0
WI1592,6201 E ACE INDUSTR. DR.,CUDAHY,WI,53110-2869,42.959738,-87.861471,1262305,39507.0,24426.0,61.83,222223.8,9.1,1.71,0.38
FL2357,2831 TALLYRAND AVENUE,JACKSONVILLE,FL,32206-3417,30.355516,-81.625323,6906196,41720.0,7816.0,18.73,130292.72,16.67,1.71,0.0
SC2128,105 CORPORATE DRIVE,SPARTANBURG,SC,29303-5045,34.999088,-81.935631,1008765,19760.0,7843.0,39.69,129169.28,16.47,1.71,0.0
CA7622,ONE MARKET STREET,SAN FRANCISCO,CA,94105-1307,37.792605,-122.393952,320623,434396.0,3802.0,0.88,175691.96,46.21,1.71,0.0
MI2076,1401 E. CLOVERLAND DRIVE,IRONWOOD,MI,49938-1719,46.463267,-90.145151,GSA,3242.0,3242.0,100.0,125483.12,38.71,1.71,0.71
WA7849,114 WEST MAGNOLIA,BELLINGHAM,WA,98227-2212,48.750878,-122.477814,5361861,62665.0,3600.0,5.74,84248.64,23.4,1.71,0.0
AZ7451,8836 NORTH 23RD AVENUE,PHOENIX,AZ,85021-4150,33.565194,-112.108249,228416,34843.0,10000.0,28.7,210925.2,21.09,1.72,0.0
CO2093,561 25 ROAD,GRAND JUNCTION,CO,81505-1303,39.086024,-108.589474,7016927,18923.0,7862.0,41.55,234334.35,29.81,1.72,0.72
CA7368,10940 WILSHIRE BLVD,LOS ANGELES,CA,90024-3915,34.058382,-118.445234,246836,222066.0,3070.0,1.38,138129.6,44.99,1.72,0.0
MD0190,9140 HAMPTON DRIVE,CAPITOL HEIGHTS,MD,20743-3809,38.883353,-76.846347,7025557,61384.0,45601.0,74.29,391777.87,8.59,1.72,1.72
TX2578,8100 ZAC LENTZ PARKWAY,VICTORIA,TX,77904-9998,28.86356,-97.004795,GSA,11899.0,11899.0,100.0,271707.59,22.83,1.73,1.56
CO1975,"14280 E JEWELL AVE, 2ND FLOOR",AURORA,CO,80012-7939,39.682067,-104.821029,479341,66000.0,18169.0,27.53,422200.5,23.24,1.73,0.0
PA0463,400 WASHINGTON ST.,READING,PA,19601-3915,40.337005,-75.929734,299556,125000.0,49256.0,39.4,728233.46,14.78,1.73,0.0
OH2304,733 GREENCREST CENTER,WESTERVILLE,OH,43081-2836,40.10621182,-82.93005741,,14934.0,14934.0,100.0,194888.0,13.05,1.75,0.0
NY7243,#1 CORPORATE DRIVE,HOLTSVILLE,NY,11742-2006,40.802946,-73.039795,43073,54982.0,52948.0,96.3,1826118.12,34.49,1.75,0.79
CA7028,2191 SAMPSON AVE,CORONA,CA,92879-6002,33.883752,-117.517844,6644766,11182.0,6800.0,60.81,145058.97,21.33,1.75,0.0
CA7598,5601 ARNOLD ROAD,DUBLIN,CA,94568-7724,37.702026,-121.893297,624780,124298.0,31250.0,25.14,1126920.53,36.06,1.75,0.0
CO1867,115 NORTH 10TH STREET,CANON CITY,CO,81212-3460,38.443715,-105.234359,8170296,5916.0,4800.0,81.14,100636.54,20.97,1.75,0.0
CO1976,1670 BROADWAY,DENVER,CO,80202-4809,39.742931,-104.987381,393580,697555.0,122676.0,17.59,3200221.89,26.09,1.75,1.75
CO1953,7770 DRENNAN ROAD,COLORADO SPRINGS,CO,80916-4907,38.797084,-104.702743,7520968,248660.0,3366.0,1.35,233836.02,69.47,1.75,0.0
DC0570,"555 11TH STREET, NW",WASHINGTON,DC,20004-1300,38.896759,-77.027046,130011,368880.0,48272.0,13.09,2275684.88,47.14,1.75,1.75
GA2062,430 MALL BOULEVARD,SAVANNAH,GA,31406-4801,32.001317,-81.110026,5623137,17715.0,17715.0,100.0,381751.59,21.55,1.75,0.0
GA2079,3920 ARKWRIGHT RD,MACON,GA,31210-1731,32.905889,-83.687152,1380807,196059.0,3981.0,2.03,83456.62,20.96,1.75,1.75
LA1333,8046 E. MAIN STREET,HOUMA,LA,70360-4427,29.598554,-90.716899,GSA,3803.0,3803.0,100.0,81345.06,21.39,1.75,0.0
MD0221,1325 E WEST HWY,SILVER SPRING,MD,20910-3280,38.992965,-77.031704,131110,288250.0,281748.0,97.74,7461347.84,26.48,1.75,1.75
MI2104,6520 MERCANTILE WAY,LANSING,MI,48911-6957,42.66426,-84.536014,1127860,29164.0,9323.0,31.97,127395.8,13.66,1.75,0.0
MI3011,"1048 PIERPONT, BAY 6",LANSING,MI,48911-5976,42.662748,-84.537194,1127545,40406.0,8058.0,19.94,40290.0,5.0,1.75,0.0
ND1247,1680 CAPITOL AVE,BISMARCK,ND,58501-5603,46.82979519,-100.76697539,8190287,14833.0,7559.0,50.96,123003.6,16.27,1.75,0.0
NJ5019,100 DAVIDSON AVE.,SOMERSET,NJ,08873-1312,40.54302,-74.51761,174358,64709.0,10042.0,15.52,196410.87,19.56,1.75,0.0
NV7699,2915 LOSSEE ROAD,NORTH LAS VEGAS,NV,89030-4195,36.212728,-115.130836,987019,50100.0,4800.0,9.58,100224.0,20.88,1.75,0.75
NY7321,86 CHAMBERS STREET,NEW YORK-MANHATTAN,NY,10007-1826,40.714509,-74.007077,2741,462000.0,72259.0,15.64,3073410.13,42.53,1.75,1.75
NY7057,210 JOHN GLENN DRIVE,AMHERST,NY,14228-2213,43.029286,-78.80685,1284596,50784.0,4148.0,8.17,53105.4,12.8,1.75,0.0
OR6593,3413 DEL WEBB AVE NE,SALEM,OR,97301-0366,44.974438,-123.016153,,3450.0,3000.0,86.96,39600.0,13.2,1.75,1.75
UT1432,4030 SOUTH 500 WEST,SALT LAKE CITY,UT,84123-1303,40.684264,-111.905492,1065875,20417.0,9000.0,44.08,100938.63,11.22,1.75,1.75
UT1414,1100 COUNTRY HILLS DRIVE,OGDEN,UT,84403-2503,41.186905,-111.952093,1071958,38148.0,14913.0,39.09,298260.0,20.0,1.75,0.0
VA1471,8400 TERMINAL ROAD,NEWINGTON,VA,22122-9997,38.729218,-77.195543,136560,59240.0,59240.0,100.0,515488.29,8.7,1.75,1.75
VA0349,4201 WILSON BLVD,ARLINGTON,VA,22203-1859,38.880077,-77.111091,137325,570000.0,540810.0,94.88,1.6317493E7,30.17,1.75,1.75
VA1330,1621 N KENT STREET,ARLINGTON,VA,22209-2131,38.895074,-77.069337,137375,156289.0,61720.0,39.49,2592240.0,42.0,1.75,1.75
VA1374,1601 N KENT ST,ARLINGTON,VA,22209-2105,38.894783,-77.069361,137350,157580.0,51764.0,32.85,2186898.8,42.25,1.75,1.75
VT8088,87-97 MERCHANTS ROW,RUTLAND,VT,05701-5904,43.606698,-72.980315,GSA,97452.0,8186.0,8.4,173806.83,21.23,1.75,0.0
WA7721,402 YAUGER WAY SW,OLYMPIA,WA,98502-8660,47.046719,-122.948412,7235350,10251.0,10251.0,100.0,266768.43,26.02,1.75,0.75
MA5876,1 EDGEWATER DRIVE,NORWOOD,MA,02062-4674,42.1609,-71.200375,219395,90993.0,6427.0,7.06,201517.61,31.35,1.75,0.0
TX2537,"333 CLAY, SUITE 3050",HOUSTON,TX,77002-4004,29.757025,-95.372288,233921,1194719.0,11842.0,0.99,322100.52,27.2,1.75,0.0
MA5809,90 MADISON ST,WORCESTER,MA,01608-2058,42.257668,-71.802423,407867,55612.0,22995.0,41.35,473266.76,20.58,1.76,1.76
MD0280,2098 GAITHER RD,ROCKVILLE,MD,20850-4017,39.116835,-77.182042,130907,48968.0,48968.0,100.0,1336363.86,27.29,1.76,1.76
MT5506,"PO BOX 1027, BUREAU OF INDIAN AFFAI",POPLAR,MT,59255-1027,48.318121,-105.212604,GSA,18270.0,16626.0,91.0,307842.32,18.52,1.76,0.0
IA1459,1400 PIERCE STREET,SIOUX CITY,IA,51105-1244,42.505127,-96.405001,7973574,15950.0,15950.0,100.0,249465.53,15.64,1.76,0.77
WI1615,2675 N. MAYFAIR ROAD,WAUWATOSA,WI,53226-1315,43.066814,-88.047939,1267442,102300.0,11672.0,11.41,275375.71,23.59,1.77,0.0
NJ5051,29 DAVENPORT STREET,SOMERVILLE,NJ,08876-2101,40.570018,-74.615734,GSA,14947.0,5635.0,37.7,113375.62,20.12,1.78,0.0
MD0376,7509 CONNELLEY DRIVE,HANOVER,MD,21076-1672,39.158232,-76.68107,132705,49379.0,5175.0,10.48,99586.94,19.24,1.78,0.0
KS1492,8600 FARLEY ST,OVERLAND PARK,KS,66212-4676,38.972061,-94.700369,78009,30000.0,13406.0,44.69,230882.54,17.22,1.78,0.0
NY6486,3300 VICKERY ROAD,SYRACUSE,NY,13212-4511,43.10659,-76.157636,7112624,21416.0,6035.0,28.18,80025.08,13.26,1.78,0.75
NC2282,4700 FALLS OF NEUSE ROAD,RALEIGH,NC,27609-6200,35.844933,-78.614604,68199,173831.0,15070.0,8.67,352885.37,23.42,1.79,0.0
FL3064,545 JOHN KNOX ROAD,TALLAHASSEE,FL,32303-4181,30.473375,-84.289582,5064686,22448.0,13094.0,58.33,212623.47,16.24,1.79,0.0
IL2312,2116 GREENBAY ROAD,EVANSTON,IL,60201-3026,42.05613,-87.691955,GSA,22480.0,6137.0,27.3,191671.25,31.23,1.79,0.79
KS1568,2173 S AIR CARGO RD,WICHITA,KS,67209-1958,37.665003,-97.446631,7948257,10820.0,10820.0,100.0,373491.55,34.52,1.79,0.0
NJ4617,153 HALSEY STREET,NEWARK,NJ,07102-2807,40.736289,-74.1735,164511,535000.0,5180.0,0.97,151121.34,29.17,1.79,0.0
VA0248,"114 POWERS CT,RT 634",STERLING,VA,20166-9321,38.996328,-77.441478,134299,38400.0,6196.0,16.14,59594.72,9.62,1.79,1.79
WI1529,5624 6TH AVENUE,KENOSHA,WI,53140-4102,42.584524,-87.818491,,7360.0,7360.0,100.0,116835.2,15.87,1.79,0.79
IN1641,100 EAST WAYNE STREET,SOUTH BEND,IN,46601-2349,41.673669,-86.250262,685031,99367.0,22355.0,22.5,467062.4,20.89,1.79,0.0
KY3031,4000 TERMINAL DR.,LEXINGTON,KY,40510-9645,38.038284,-84.598935,6968279,9222.0,4090.0,44.35,125861.44,30.77,1.79,1.79
MI2144,100 NORTH FRONT STREET,MARQUETTE,MI,49855-4303,46.543335,-87.392822,,26535.0,6155.0,23.2,132787.04,21.57,1.79,0.0
VA0309,6295 EDSALL RD,ALEXANDRIA,VA,22312-2670,38.803738,-77.144843,135287,504089.0,101404.0,20.12,1750251.79,17.26,1.8,1.13
HI8055,905 KALANIANAOLE HWY,KAILUA,HI,96734-4645,21.378053,-157.778005,6315765,197676.0,3900.0,1.97,77532.0,19.88,1.8,0.0
DC0714,1900 HALF STREET,WASHINGTON,DC,20593-0004,38.86632769,-77.01006109,130402,477562.0,437767.0,91.67,1.460335163E7,33.36,1.8,0.89
CA7496,5757 CENTURY BLVD,LOS ANGELES,CA,90045-6401,33.945596,-118.382354,256760,342906.0,46074.0,13.44,874991.95,18.99,1.8,0.0
MT5364,2929 3RD AVE NO,BILLINGS,MT,59101-1944,45.783069,-108.50904,5983401,69894.0,36275.0,51.9,623182.51,17.18,1.8,0.09
MD1011,180 ADMIRAL COCHRANE DR,ANNAPOLIS,MD,21401-7300,38.971891,-76.548379,132635,128703.0,6362.0,4.94,195931.86,30.8,1.8,0.0
CA7551,"4600 ROSEVILLE ROAD, STE 190",NORTH HIGHLANDS,CA,95660-5170,38.652049,-121.390149,343207,29735.0,3650.0,12.28,102786.23,28.16,1.81,1.81
KY3054,3975 SOUTH HIGHWAY 27,SOMERSET,KY,42501-6186,37.01458,-84.610994,GSA,9605.0,9605.0,100.0,157103.76,16.36,1.81,0.0
PA0499,1187 THORN RUN ROAD,CORAOPOLIS,PA,15108-3198,40.499988,-80.209014,68585,97275.0,20567.0,21.14,489460.24,23.8,1.81,0.0
NJ4620,SUITE 130,MORRISTOWN,NJ,07960-4653,40.796171,-74.428152,GSA,17750.0,17750.0,100.0,693130.49,39.05,1.81,1.81
TN2158,222 KELLER LANE,MARYVILLE,TN,37801-6202,35.738381,-83.992335,7148328,7308.0,7308.0,100.0,167159.78,22.87,1.81,0.0
NY7304,1200 WATERS PLACE,NEW YORK-BRONX,NY,10461-2704,40.842858,-73.838597,682366,423915.0,22270.0,5.25,706883.28,31.74,1.82,0.0
VA0474,825 GREENBRIER CIRCLE,CHESAPEAKE,VA,23320-2637,36.791883,-76.230365,936155,229163.0,6569.0,2.87,90402.86,13.76,1.82,1.82
TN2174,1885 SHADY BROOK STREET,COLUMBIA,TN,38401-3945,35.599689,-87.057368,5622996,10533.0,10533.0,100.0,174410.75,16.56,1.82,0.0
VA0898,1145 HERNDON PARKWAY,HERNDON,VA,20170-5522,38.96327253,-77.40135373,135512,31071.0,20994.0,67.57,413464.45,19.69,1.83,1.83
VA0035,6441 GENERAL GREEN WAY,ALEXANDRIA,VA,22312-2413,38.796238,-77.163723,136281,51100.0,30000.0,58.71,327387.1,10.91,1.83,1.83
VA0360,5775 GENERAL WASH DR,ALEXANDRIA,VA,22312-2418,38.79416627,-77.17010076,135292,109081.0,51279.0,47.01,773360.35,15.08,1.83,1.83
VA0300,21400 RIDGETOP CIRCLE,STERLING,VA,20166-6511,39.03146,-77.410145,134265,84411.0,50404.0,59.71,1099776.91,21.82,1.83,1.83
VA0359,22455 DAVIS DR,STERLING,VA,20164-4446,38.995575,-77.423013,134288,55891.0,5853.0,10.47,85763.69,14.65,1.83,1.83
CA6764,1431 HARBOR BAY PKY,ALAMEDA,CA,94502-7070,37.72695326,-122.2374077,324790,68711.0,63595.0,92.55,835657.57,13.14,1.84,1.84
HI7576,425 KOLOA STREET,KAHULUI,HI,96732-2486,20.887444,-156.454439,1177801,28058.0,4287.0,15.28,260930.4,60.87,1.84,1.84
IL2571,5217 SOUTH GREENWOOD,CHICAGO,IL,60615-4359,41.800676,-87.59974,7670722,8199.0,5000.0,60.98,105840.0,21.17,1.84,0.0
IL2238,3615 PARK DRIVE,OLYMPIA FIELDS,IL,60461-1093,41.5266,-87.702,145144,35116.0,14672.0,41.78,287818.28,19.62,1.84,0.0
KS1483,4821 QUAIL CREST BLVD.,LAWRENCE,KS,66049-3839,38.960124,-95.305421,852097,16742.0,16742.0,100.0,377833.54,22.57,1.84,0.0
KY3044,2500 W. BROADWAY,LOUISVILLE,KY,40211-1081,38.249379,-85.793252,61257,25068.0,9979.0,39.81,146439.49,14.67,1.84,0.0
KY1716,225 E. PEACHTREE ST.,CORBIN,KY,40701-2596,36.962004,-84.079816,GSA,425000.0,4250.0,1.0,67590.46,15.9,1.84,0.0
MD0799,7900 CEDARVILLE ROAD,BRANDYWINE,MD,20613-3018,38.664459,-76.871217,665289,624502.0,141486.0,22.66,990236.82,7.0,1.84,1.84
MI2078,1940 SWEENEY STREET,MOUNT PLEASANT,MI,48858-6626,43.59545,-84.757527,GSA,7033.0,7033.0,100.0,174718.45,24.84,1.84,0.84
MO1908,1813 EAST 10TH STREET,ROLLA,MO,65401-4604,37.95172948,-91.73917234,7964322,6235.0,6235.0,100.0,125888.46,20.19,1.84,0.0
OH2238,1501 LAKESIDE AVENUE,CLEVELAND,OH,44114-1138,41.508245,-81.686035,644351,121912.0,121912.0,100.0,5198145.78,42.64,1.84,1.84
PA0779,425 SIXTH AVENUE,PITTSBURGH,PA,15219-1809,40.441122,-79.996759,68779,353430.0,3021.0,0.85,61034.51,20.2,1.84,0.0
TX2344,16630 IMPERIAL VALLEY,HOUSTON,TX,77060-3409,29.941713,-95.396189,240262,78293.0,23744.0,30.33,326135.85,13.74,1.84,0.0
UT1395,2390 W HWY 56,CEDAR CITY,UT,84720-4165,37.669645,-113.061646,GSA,11887.0,7132.0,60.0,110904.0,15.55,1.84,0.0
WV0188,9 TWENTY-SEVENTH ST.,HUNTINGTON,WV,25702-1109,38.433863,-82.407646,GSA,124244.0,25470.0,20.5,123436.69,4.85,1.84,0.0
CA6825,222 W. 6TH STREET,LONG BEACH,CA,90802-1306,33.774114,-118.194667,42177,289834.0,27421.0,9.46,791419.97,28.86,1.84,1.34
NJ5048,1710 ROUTE 38,MT HOLLY,NJ,08060-2218,39.980903,-74.77329,923733,150000.0,9214.0,6.14,219146.69,23.78,1.84,0.0
CA6553,2216 WEST BEVERLY BLVD.,MONTEBELLO,CA,90640-2302,34.021034,-118.123843,6617694,67321.0,11500.0,17.08,418032.49,36.35,1.84,1.59
CO1519,111 SO. TEJON ST.,COLORADO SPRINGS,CO,80903-2245,38.832338,-104.823584,1565462,196621.0,37216.0,18.93,1205353.49,32.39,1.85,0.0
TN2269,12 CADILLAC DRIVE,BRENTWOOD,TN,37027-5272,36.036403,-86.799766,5532136,126697.0,24380.0,19.24,803287.24,32.95,1.85,0.0
RI7114,20 RISHO STREET,EAST PROVIDENCE,RI,02914-1297,41.801166,-71.344401,1079722,30874.0,12805.0,41.48,290533.54,22.69,1.86,0.0
RI7146,2168 DIAMOND HILL ROAD,WOONSOCKET,RI,02895-1640,42.014428,-71.464748,1080496,9600.0,7740.0,80.63,149755.73,19.35,1.87,0.0
VA0354,1700 N MOORE ST,ARLINGTON,VA,22209-2793,38.895141,-77.07147,137358,409749.0,180424.0,44.03,5746645.76,31.85,1.87,1.87
NY2432,2880 B'WAY,NEW YORK-MANHATTAN,NY,10025-7886,40.805434,-73.965624,160165,67165.0,34276.0,51.03,1427271.74,41.64,1.87,0.0
VA0817,22685 HOLIDAY PARK DRIVE,STERLING,VA,20166-4310,38.988065,-77.429265,134534,79210.0,23535.0,29.71,591432.05,25.13,1.87,0.88
TX2553,755 E. MULBERRY,SAN ANTONIO,TX,78212-3129,29.456807,-98.479326,957091,118000.0,3684.0,3.12,107508.63,29.18,1.88,0.0
MA5675,850 PLEASANT STREET,NEW BEDFORD,MA,02740-6664,41.639501,-70.927527,392364,269020.0,14850.0,5.52,286217.12,19.27,1.88,1.42
WV0258,123 16TH STREET,WHEELING,WV,26003-3655,40.064606,-80.71623,GSA,10107.0,10107.0,100.0,350640.5,34.69,1.88,1.88
KY1673,100 EAST VINE STREET,LEXINGTON,KY,40507-1406,38.045661,-84.49799,6554301,77246.0,52967.0,68.57,873572.55,16.49,1.88,0.08
LA1369,1616 JOE YENNI BLVD,KENNER,LA,70065-1355,30.036887,-90.246817,,10205.0,10205.0,100.0,245771.63,24.08,1.88,0.0
VA1451,2530 CRYSTAL PLAZA DRIVE,ARLINGTON,VA,22202-3905,38.8564818,-77.051782,137450,558187.0,549317.0,98.41,2.00201793E7,36.45,1.88,1.88
DC0173,600 E STREET NW,WASHINGTON,DC,20004-2203,38.89606,-77.020234,130349,327663.0,327663.0,100.0,1.24644357E7,38.04,1.89,1.89
VA0422,602-608 S. PICKETT STREET,ALEXANDRIA,VA,22304-4620,38.805436,-77.130517,GSA,33785.0,33785.0,100.0,457733.9,13.55,1.9,1.9
VA0371,1340 BRADDOCK PL,ALEXANDRIA,VA,22314-1693,38.814976,-77.051444,137641,85173.0,63301.0,74.32,2117124.89,33.45,1.9,0.62
OK1311,125 W 15TH STREET,TULSA,OK,74119-3827,36.140634,-95.988791,1049266,29040.0,8228.0,28.33,125627.35,15.27,1.91,0.0
AK3431,9001 E FRONTAGE RD,PALMER,AK,99645-9317,61.601565,-149.217753,GSA,6348.0,3174.0,50.0,46189.1,14.55,1.91,1.91
CA6922,4500 & 4520 ORANGE GROVE AVE,SACRAMENTO,CA,95841-4205,38.6593546,-121.34711,4106682,61035.0,61035.0,100.0,1515751.2,24.83,1.91,0.92
