id,createddatetime,postedtime,body,retweetcount,title,subtitle,summary,verb,userid,content,generator,geotype,language,favcount,urls,inreplyto,locationname,objecttype,nsale,provider,hashtags,expandedurl,kloutscore,rule,profilelocationtype,profilelocationlatitude,profilelocationlongitude,profilelocationcoordinates,kloutprofileid,profilelocationcountry,profilelocationlocality,profilelocationregion,id,displayname,followerscount,friendscount,listedcount,image,languages,link,locationdisplayname,preferredusername,statusescount,summary,twittertimezone,utcoffset,favoritescount
tag:search.twitter.com2005:375470496189796352,3000-01-01 00:00:00,2013-09-05 04:08:36,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,152,"","","",share,id:twitter.com:118401228,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,MBFW,"",45,"contains:""#mbfw"";mbfw",point,8,-66,,,Bolivarian Republic of Venezuela,"","",id:twitter.com:118401228,Vittoria. ,1123,1829,9,https://si0.twimg.com/profile_images/378800000408555045/69c2bcb65a3554063460b7a1bf645e09_normal.jpeg,es,http://www.twitter.com/vittoriaism,venezuela,vittoriaism,99820,~i want someone to love me for who i am~ 24-02.,Caracas,-16200,
tag:search.twitter.com2005:375470364471468032,3000-01-01 00:00:00,2013-09-05 04:08:05,“@heyheygorgeous: Excited 2 go backstage 4 @marissawebbnyc @Marissa_Webb_ @cutlersalon tomorrow! #mbfw #NYFW” looking forward 2 seeing u! XM,0,"","","",post,id:twitter.com:486783311,"",Twitter for iPhone,"",en,-1,"",http://twitter.com/heyheygorgeous/statuses/375460873403641856,"",activity,f,Twitter,mbfw;NYFW”,"",50,"contains:""#mbfw"";mbfw",point,40.71427,-74.00597,,,United States,New York City,New York,id:twitter.com:486783311,marissa webb,1893,292,23,https://si0.twimg.com/profile_images/3579236796/9c0148da700adb778c318863376f99bc_normal.jpeg,en,http://www.twitter.com/Marissa_Webb_,NYC,Marissa_Webb_,908,Designer | Creative director at Marissa Webb. NYC fashion est 2012. U r entirely bonkers but all the best people are...XXM,Eastern Time (US & Canada),-14400,
tag:search.twitter.com2005:375470318477148160,3000-01-01 00:00:00,2013-09-05 04:07:54,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,151,"","","",share,id:twitter.com:105950414,"",Twitter for Android,"",en,-1,"","","",activity,f,Twitter,MBFW,"",41,"contains:""#mbfw"";mbfw",point,8,-66,,,Bolivarian Republic of Venezuela,"","",id:twitter.com:105950414,Valen,1486,1977,88,https://si0.twimg.com/profile_images/378800000407578146/69ad80831145f353ab59fbbea8459ae4_normal.jpeg,en,http://www.twitter.com/BiggestSmilee,Venezuela,BiggestSmilee,24302,V. If You can DREAM IT you Can DO IT.  JB2013 DreamsRead Cupcakes&God♥ Once a Jonas FanAlways a Jonas Fan. Plus que ma prope vie,Caracas,-16200,
tag:search.twitter.com2005:375470256200110080,3000-01-01 00:00:00,2013-09-05 04:07:39,I think Hermes is going to have to come with me to Fashion Week don`t you? #mbfw #nyfw #nyc #newyork… http://t.co/iOBBKzsi9J,0,"","","",post,id:twitter.com:414198426,"",Instagram,"",en,-1,http://t.co/iOBBKzsi9J ,"","",activity,f,Twitter,mbfw;nyfw;nyc;newyork…,http://instagram.com/p/d3Vc76HLMG/ ,40,"contains:""#mbfw"";mbfw",point,32.71533,-117.15726,,,United States,San Diego,California,id:twitter.com:414198426,Grace Yco,337,560,4,https://si0.twimg.com/profile_images/2114376828/526803_3174546915877_1031670323_33341099_1495079673_n_normal.jpg,en,http://www.twitter.com/graceXVXIVV,San Diego CA,graceXVXIVV,1647,"#Digital Marketing Manager @ViXPhermanny & #SanDiego #Editor for http://AskMissA.com

***tweets and opinions herein are my own***",Pacific Time (US & Canada),-28800,
tag:search.twitter.com2005:375470238030389248,3000-01-01 00:00:00,2013-09-05 04:07:35,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,150,"","","",share,id:twitter.com:432733528,"",Twitter for Android,"",en,-1,"","","",activity,f,Twitter,MBFW,"",44,"contains:""#mbfw"";mbfw",point,51.5,10.5,,,Germany,"","",id:twitter.com:432733528,♥ Jonas Brothers ♥,2717,2268,50,https://si0.twimg.com/profile_images/378800000375566589/d9bc3e23c036788ba8cdf95c031132c5_normal.png,en,http://www.twitter.com/itssabinajonas,Germany,itssabinajonas,33780,You can sympathize in people but you can`t ever know exactly what they`re feeling. - Nick Jonas    http://jb.cta.gs/0h6                        #FirstTime,Berlin,7200,
tag:search.twitter.com2005:375470166219718656,3000-01-01 00:00:00,2013-09-05 04:07:18,"RT @xoBetseyJohnson: Great day @ the office! Worked on my #MBFW show &amp; WORKED in my new ""Desperately Seeking Susan"" heels👠👠 U dig? Xox💋💋 ht…",14,"","","",share,id:twitter.com:64997961,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,MBFW,"",59,"contains:""#mbfw"";mbfw",point,54.75844,-2.69531,,,United Kingdom,"","",id:twitter.com:64997961,Mary ❤,3671,3970,86,https://si0.twimg.com/profile_images/2613362055/w46hg9z9b7uj57v2ts5l_normal.jpeg,en,http://www.twitter.com/alongcamemary1,*U*S*A ,alongcamemary1,121187,Busy single Mom I ♥ life familyfriendsanimals footballbaseball fashionhairmakeupelectronicsvideotravel NYcontests & social media networking !!,Eastern Time (US & Canada),-14400,
tag:search.twitter.com2005:375470039870078976,3000-01-01 00:00:00,2013-09-05 04:06:48,RT @SandyLeeTV: The ugly side of #nyfw #mbfw... Angry press kept waiting for hours to get their press credentials http://t.co/de31PRLjxX,1,"","","",share,id:twitter.com:207353728,"",Twitter for iPhone,"",en,-1,http://t.co/de31PRLjxX ,"","",activity,f,Twitter,nyfw;mbfw,"",50,"contains:""#mbfw"";mbfw",point,34.01945,-118.49119,,,United States,Santa Monica,California,id:twitter.com:207353728,Lia Haberman,383,303,10,https://si0.twimg.com/profile_images/378800000061377123/f8a673d4dee40db43db47c715b7b7f01_normal.jpeg,en,http://www.twitter.com/liahaberman,Santa Monica,liahaberman,2275,You might know me as @YahooOmg @YahooTV @YahooMusic & @YahooMovies. Formerly @e_FashionPolice & @StyleQuickTips. I tweet about food fashion tech & Hollywood.,"",0,
tag:search.twitter.com2005:375474736484335616,3000-01-01 00:00:00,2013-09-05 04:25:27,RT @StyledToRock: Fashion Week starts tomorrow. This catwalk ain’t ready. #MBFW #StyledToRock http://t.co/zhoDRHhGHq,6,"","","",share,id:twitter.com:367058191,"",Twitter for iPhone,"",en,-1,http://t.co/zhoDRHhGHq ,"","",activity,f,Twitter,MBFW;StyledToRock,"",21,"contains:""#mbfw"";mbfw",point,-21.1,55.6,,,Réunion,Reunion,"",id:twitter.com:367058191,Cedric Techer,21,26,0,https://si0.twimg.com/profile_images/378800000395832230/9d0717dd7eb70509da0d75d9f04b1c45_normal.jpeg,fr,http://www.twitter.com/CedricTecher,Reunion Island,CedricTecher,1972,"",Abu Dhabi,14400,
tag:search.twitter.com2005:375474604266893312,3000-01-01 00:00:00,2013-09-05 04:24:56,RT @StylesByNathan: Good morning from fashion week #mbfw #Style #Fashion #ootd #followme http://t.co/xdygTbGvgc,1,"","","",share,id:twitter.com:93654218,"",Twitter for iPhone,"",en,-1,http://t.co/xdygTbGvgc ,"","",activity,f,Twitter,mbfw;Style;Fashion;ootd;followme,"",45,"contains:""#mbfw"";mbfw",point,44.25029,-85.50033,,,United States,"",Michigan,id:twitter.com:93654218,Judy Preston Kuipers,462,1067,0,https://si0.twimg.com/profile_images/3039741020/4ffe59c70cdd6badb2fb9d77bfdf77af_normal.jpeg,en,http://www.twitter.com/mochasabrina,Michigan,mochasabrina,6795,"",Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375474417922760704,3000-01-01 00:00:00,2013-09-05 04:24:11,#mbfw #fashionweek #gettyfashion #mercedesfashionweek #samsungnx300 #imagelogger #vans #crazypants http://t.co/F2IjJ2CBNT,0,"","","",post,id:twitter.com:253264139,"",Instagram,"","",-1,http://t.co/F2IjJ2CBNT ,"","",activity,f,Twitter,mbfw;fashionweek;gettyfashion;mercedesfashionweek;samsungnx300;imagelogger;vans;crazypants,http://instagram.com/p/d3XsqUrUuW/ ,35,"contains:""#mbfw"";mbfw",point,40.71427,-74.00597,,,United States,New York City,New York,id:twitter.com:253264139,Brian Ach,114,54,5,https://si0.twimg.com/profile_images/1246542313/twitt_normal.jpg,en,http://www.twitter.com/TheCelebSnapper,NYC,TheCelebSnapper,393,Brian`s exclusive photography work has been seen in People US Weekly Time Entertainment Weekly InStyle Ocean Drive Travel and Liesure and many others.,"",0,
tag:search.twitter.com2005:375474400633839616,3000-01-01 00:00:00,2013-09-05 04:24:07,Guys... It`s New York Fashion Week! #NYFW #MBFW #Spring2014 😱😍,0,"","","",post,id:twitter.com:380098486,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,NYFW;MBFW;Spring2014,"",33,"contains:""#mbfw"";mbfw",point,33.749,-84.38798,,,United States,Atlanta,Georgia,id:twitter.com:380098486,Tree+L✌,299,298,0,https://si0.twimg.com/profile_images/378800000406744473/305a8d16b6116446102dc877efa2daad_normal.jpeg,en,http://www.twitter.com/TreeeL,Atlanta Ga,TreeeL,7963,`Easy to follow. Hard to catch.` #Model #NYFW #MBFW #Dream,Quito,-18000,
tag:search.twitter.com2005:375473994683518976,3000-01-01 00:00:00,2013-09-05 04:22:30,Today is the day! #MBFW #LIVE #LincolnCenter @desigual &amp; @Art_Institutes  #AiNYC #NYFW #Desigual,0,"","","",post,id:twitter.com:600518775,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW;LIVE;LincolnCenter;AiNYC;NYFW;Desigual,"",48,"contains:""#mbfw"";mbfw",point,43.00035,-75.4999,,,United States,"",New York,id:twitter.com:600518775,Deborah Hughes Inc.,1326,1881,5,https://si0.twimg.com/profile_images/378800000411914043/79023eca2011cf3c1f4ef263574ecaea_normal.png,en,http://www.twitter.com/DHI_Inc,New York NY,DHI_Inc,547,| #PR | #Events | #Show #Productions | #Brands  | #Not for Profits |,Atlantic Time (Canada),-10800,
tag:search.twitter.com2005:375473632052383746,3000-01-01 00:00:00,2013-09-05 04:21:04,If I cant attend #MBFW I`ll just Pintrest the styles :),0,"","","",post,id:twitter.com:314819708,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW,"",37,"contains:""#mbfw"";mbfw",point,39.96118,-82.99879,,,United States,Columbus,Ohio,id:twitter.com:314819708,Bailey McCoy,235,268,0,https://si0.twimg.com/profile_images/378800000321130013/a8fbb3623b3ca0ba136ebc634af5a3cd_normal.jpeg,en,http://www.twitter.com/_baileymccoy,Columbus OH,_baileymccoy,4117,college student. lover of pirates coffee and sarcasm.,Quito,-18000,
tag:search.twitter.com2005:375473432965558273,3000-01-01 00:00:00,2013-09-05 04:20:17,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,160,"","","",share,id:twitter.com:155617686,"",Twitter for Android,"",en,-1,"","","",activity,f,Twitter,MBFW,"",36,"contains:""#mbfw"";mbfw",point,28.75054,-82.5001,,,United States,"",Florida,id:twitter.com:155617686,Kaylee Fae,164,241,1,https://si0.twimg.com/profile_images/378800000393458015/0037d222c328665c3fbf7c9ca8f14510_normal.jpeg,en,http://www.twitter.com/KayleeFae,Florida,KayleeFae,5851,Never lose hope because life does get better you just have to look at the positive things and keep smiling :),Quito,-18000,
tag:search.twitter.com2005:375473019290124288,3000-01-01 00:00:00,2013-09-05 04:18:38,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,157,"","","",share,id:twitter.com:152785770,"",Twitter for Android,"",en,-1,"","","",activity,f,Twitter,MBFW,"",44,"contains:""#mbfw"";mbfw",point,-34,-64,,,Argentina,"","",id:twitter.com:152785770,V̲̅,1451,2000,25,https://si0.twimg.com/profile_images/378800000326953948/26476aa655957f45c80c6a781299714a_normal.jpeg,es,http://www.twitter.com/PiliiJonas,Argentina ,PiliiJonas,12042,«Jonas Brothers - Demi Lovato - Hunger Games - Pewds - Banana - 5SOS - Books» 30/03/13 Jonas favorited my tweet!! :`),Santiago,-14400,
tag:search.twitter.com2005:375472870530744320,3000-01-01 00:00:00,2013-09-05 04:18:02,#NYFW #MBFW fashion week has arrived!✨,0,"","","",post,id:twitter.com:246661357,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,NYFW;MBFW,"",42,"contains:""#mbfw"";mbfw",point,41.47009,-74.41571,,,United States,Washington Heights,New York,id:twitter.com:246661357,Old Sport,216,212,1,https://si0.twimg.com/profile_images/378800000313403676/a8f3a98302f9abf7d403af84aba91f03_normal.jpeg,en,http://www.twitter.com/Don_Glambino,Washington Heights,Don_Glambino,7402,I got you stuck off the realness,Central Time (US & Canada),-18000,
tag:search.twitter.com2005:375472739953283072,3000-01-01 00:00:00,2013-09-05 04:17:31,Haven`t been to #MBFW since 2011 because of my collegiate decision ! #buffalo #far #nyc,0,"","","",post,id:twitter.com:22393316,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW;buffalo;far;nyc,"",39,"contains:""#mbfw"";mbfw",point,43.00035,-75.4999,,,United States,"",New York,id:twitter.com:22393316,Lauren,821,218,7,https://si0.twimg.com/profile_images/378800000233435934/b9a0f02abdf96ba479f179c07291a70a_normal.jpeg,en,http://www.twitter.com/viva_la_lala,New York,viva_la_lala,66103,Life begins with L.I ; ambitious college student; NFL is LOVE; #teamiPhone #BillsMafia #junglefever #teamtatas #collegestudent #selfmade,Eastern Time (US & Canada),-14400,
tag:search.twitter.com2005:375476446606544896,3000-01-01 00:00:00,2013-09-05 04:32:15,WATCH IT LIVE: Mercedes-Benz Fashion Week Live Streaming now #MBFWlive http://t.co/lSq4iEr9Pn via @sharethis,0,"","","",post,id:twitter.com:414987513,"",Tweet Button,"",en,-1,http://t.co/lSq4iEr9Pn ,"","",activity,f,Twitter,MBFWlive,http://shar.es/iaKDC ,13,"contains:""#mbfw""",point,40.78343,-73.96625,,,United States,Manhattan,New York,id:twitter.com:414987513,Kelly Yi-Yu Chen,28,125,0,https://si0.twimg.com/profile_images/3106798560/1558fbe11b01015a3cf6877173de61b6_normal.jpeg,en,http://www.twitter.com/kelly780523,Manhattan NY ,kelly780523,31,Integrated Marketing Grad Student @NYU/Passionate about fashion marketing and social media/Musical& Art Lover/ Fashionista/ Dancer (Jazz Theater and Ballet),"",0,
tag:search.twitter.com2005:375476411089580032,3000-01-01 00:00:00,2013-09-05 04:32:07,RT @FrancesRivera: @TadashiShoji @CKPFashion will look for u there!!  #mbfw #nyfw,1,"","","",share,id:twitter.com:142424762,"",Twitter for BlackBerry,"",en,-1,"","","",activity,f,Twitter,mbfw;nyfw,"",71,"contains:""#mbfw"";mbfw",point,39.76,-98.5,,,United States,"","",id:twitter.com:142424762,Christina K. Pierce,1656,928,52,https://si0.twimg.com/profile_images/1892003981/CKP_Twitter_normal.jpg,en,http://www.twitter.com/CKPFashion,USA,CKPFashion,14982,"The final word when it comes to fashion business. Luxury fashion stylist. Owner of Christina K. Pierce Boutique Fashion Agency & Showroom on Newbury Street.",Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375476359625445376,3000-01-01 00:00:00,2013-09-05 04:31:54,RT @RyleStyles: Late night trek to #nyfw w @CKPFashion. Earlier than most years believe it or not. #mbfw,1,"","","",share,id:twitter.com:142424762,"",Twitter for BlackBerry,"",en,-1,"","","",activity,f,Twitter,nyfw;mbfw,"",71,"contains:""#mbfw"";mbfw",point,39.76,-98.5,,,United States,"","",id:twitter.com:142424762,Christina K. Pierce,1656,928,52,https://si0.twimg.com/profile_images/1892003981/CKP_Twitter_normal.jpg,en,http://www.twitter.com/CKPFashion,USA,CKPFashion,14982,"The final word when it comes to fashion business. Luxury fashion stylist. Owner of Christina K. Pierce Boutique Fashion Agency & Showroom on Newbury Street.",Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375475728365543425,3000-01-01 00:00:00,2013-09-05 04:29:24,Healthy Snacks for Fashion Week @BareSnacks @buddyfruits @CrispyGreen @enjoylifefoods #MBFW #snacks http://t.co/UgPQtqnft9,0,"","","",post,id:twitter.com:63762778,"",web,"",en,-1,http://t.co/UgPQtqnft9 ,"","",activity,f,Twitter,MBFW;snacks,http://bit.ly/14sBwzl ,61,"contains:""#mbfw"";mbfw",point,43.00035,-75.4999,,,United States,"",New York,id:twitter.com:63762778,Kim Weling,866,900,25,https://si0.twimg.com/profile_images/1507249273/FashionablePetite_fb_normal.jpg,en,http://www.twitter.com/fashionblypetit,New York NY,fashionblypetit,3831,A petite fashionista bringing you the best of fashion beauty food and events in NYC,"",0,
tag:search.twitter.com2005:375475446386675712,3000-01-01 00:00:00,2013-09-05 04:28:17,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,164,"","","",share,id:twitter.com:434381659,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,MBFW,"",33,"contains:""#mbfw"";mbfw",point,19.33333,-96.66667,,,Mexico,"",Veracruz-Llave,id:twitter.com:434381659,Blahblahblah♥,215,189,0,https://si0.twimg.com/profile_images/378800000345890049/0257c4271722d56dc2b2c69994b8577b_normal.jpeg,es,http://www.twitter.com/queshalibebe,Veracruz,queshalibebe,4274,All the things you`d say they were never true ♥ When we fell something died ´Cause i knew that that was the last time ♥,Mountain Time (US & Canada),-21600,
tag:search.twitter.com2005:375475385204367360,3000-01-01 00:00:00,2013-09-05 04:28:02,@StylesByNathan Luv Luv Luv the look! #nyfw #mbfw,0,"","","",post,id:twitter.com:93654218,"",Twitter for iPhone,"",en,-1,"",http://twitter.com/StylesByNathan/statuses/375466066535002112,"",activity,f,Twitter,nyfw;mbfw,"",45,"contains:""#mbfw"";mbfw",point,44.25029,-85.50033,,,United States,"",Michigan,id:twitter.com:93654218,Judy Preston Kuipers,462,1067,0,https://si0.twimg.com/profile_images/3039741020/4ffe59c70cdd6badb2fb9d77bfdf77af_normal.jpeg,en,http://www.twitter.com/mochasabrina,Michigan,mochasabrina,6795,"",Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375475017913339904,3000-01-01 00:00:00,2013-09-05 04:26:34,Fashion week tech accessories @EyeFiCard @KingstonHQ @iFi_Systems @myChargePower @NeverPowerless @tyltproducts #MBFW http://t.co/lEmR32azKw,0,"","","",post,id:twitter.com:63762778,"",web,"",en,-1,http://t.co/lEmR32azKw ,"","",activity,f,Twitter,MBFW,http://bit.ly/1akLH0M ,61,"contains:""#mbfw"";mbfw",point,43.00035,-75.4999,,,United States,"",New York,id:twitter.com:63762778,Kim Weling,866,900,25,https://si0.twimg.com/profile_images/1507249273/FashionablePetite_fb_normal.jpg,en,http://www.twitter.com/fashionblypetit,New York NY,fashionblypetit,3831,A petite fashionista bringing you the best of fashion beauty food and events in NYC,"",0,
tag:search.twitter.com2005:375474677054836736,3000-01-01 00:00:00,2013-09-05 04:25:13,RT @StylesByNathan: Working the carpet for VH1 party #celeb #style #nyfw #mbfw #blonde http://t.co/e78x86C9oV,1,"","","",share,id:twitter.com:93654218,"",Twitter for iPhone,"",en,-1,http://t.co/e78x86C9oV ,"","",activity,f,Twitter,celeb;style;nyfw;mbfw;blonde,"",45,"contains:""#mbfw"";mbfw",point,44.25029,-85.50033,,,United States,"",Michigan,id:twitter.com:93654218,Judy Preston Kuipers,462,1067,0,https://si0.twimg.com/profile_images/3039741020/4ffe59c70cdd6badb2fb9d77bfdf77af_normal.jpeg,en,http://www.twitter.com/mochasabrina,Michigan,mochasabrina,6795,"",Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375479403855110144,3000-01-01 00:00:00,2013-09-05 04:44:00,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,177,"","","",share,id:twitter.com:1363644978,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW,"",36,"contains:""#mbfw"";mbfw",point,20,77,,,India,"","",id:twitter.com:1363644978,amita prashar,63,47,0,https://si0.twimg.com/profile_images/378800000389593520/b9a4085e8ad7b5afa11d2f4510199857_normal.jpeg,en,http://www.twitter.com/shagunprashar89,India,shagunprashar89,628,hiii i don`t want a perfect life bt a happy life  :D,Chennai,19800,
tag:search.twitter.com2005:375479198644985856,3000-01-01 00:00:00,2013-09-05 04:43:11,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,176,"","","",share,id:twitter.com:194178071,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,MBFW,"",39,"contains:""#mbfw"";mbfw",point,-25.61667,-57.5,,,Paraguay,Nueva Italia,Central,id:twitter.com:194178071,selena,1303,667,58,https://si0.twimg.com/profile_images/378800000405996945/e959d8a4b333c31105163efe777cc640_normal.jpeg,it,http://www.twitter.com/MrsNicholasJ_,italy,MrsNicholasJ_,88126,Are the Jonas Brothers over? And they came out singing When You Look Me In The Eyes #Somerlover since the beginning,Greenland,-7200,
tag:search.twitter.com2005:375477921588051968,3000-01-01 00:00:00,2013-09-05 04:38:07,RT @LaisLacher: Excited to interview @NicholasKstudio tomm. AM. Until then here is a preview! @PeoplesRevTeam @fashiontographr #MBFW http:/…,1,"","","",share,id:twitter.com:722520614,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW,"",68,"contains:""#mbfw"";mbfw",point,38.91706,-77.00025,,,United States,"",Washington D.C.,id:twitter.com:722520614,FASHIONTOGRAPHER,1242,181,7,https://si0.twimg.com/profile_images/3597663141/a586f0de2ec460c947e189e792619f16_normal.jpeg,en,http://www.twitter.com/fashiontographr,Washington DC,fashiontographr,750,Walter Grio is a regular attendee of fashion week in NEW YORK and PARIS Prêt-à-Porter & Haute Couture. Sometimes he brings his Nikon D700 and takes pictures.,Eastern Time (US & Canada),-18000,
tag:search.twitter.com2005:375477509325725696,3000-01-01 00:00:00,2013-09-05 04:36:28,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,173,"","","",share,id:twitter.com:597623109,"",web,"",en,-1,"","","",activity,f,Twitter,MBFW,"",40,"contains:""#mbfw"";mbfw",point,52.29778,104.29639,,,Russian Federation,Irkutsk,Irkutsk,id:twitter.com:597623109,БУЛИЧКА* ,1467,903,20,https://si0.twimg.com/profile_images/378800000375119109/0f626b8cbbd02edbf5e99e3d5ca9cfca_normal.jpeg,ru,http://www.twitter.com/WifeNickJonas,ИРКУТСК,WifeNickJonas,70429,"МОЯ ЖЕНА @Lyubimova_Jonas 
ЛЮБОФ ДО ГРОБА КАРОЧИ* МОЙ МУЖ @nickjonas  #lovatic #Jonatic #ChеlseaFC",Irkutsk,32400,
tag:search.twitter.com2005:375483940695736320,3000-01-01 00:00:00,2013-09-05 05:02:02,Photo: All my life… K. Dot at Milk Studios. #nyfw #mbfw #beentrill #milkmade #milkstudios (at Milk Studios) http://t.co/6cpPJXeG6g,0,"","","",post,id:twitter.com:48797174,"",Tumblr,"",en,-1,http://t.co/6cpPJXeG6g ,"","",activity,f,Twitter,nyfw;mbfw;beentrill;milkmade;milkstudios,http://tmblr.co/Zq_C9yuCN_2R ,45,"contains:""#mbfw"";mbfw",point,40.16706,-74.49987,,,United States,"",New Jersey,id:twitter.com:48797174,Atif Kazmi,647,188,14,https://si0.twimg.com/profile_images/378800000141019105/e5e6a98b8929d85727379d7df1deaceb_normal.jpeg,en,http://www.twitter.com/atifkazmi,NJ/NYC,atifkazmi,5942,Founder of @porhomme. Freelance writer for AskMen Life+Times Online Media zealot. Passion is my motivation. Nobody owns me though.,Eastern Time (US & Canada),-14400,
tag:search.twitter.com2005:375483817697751040,3000-01-01 00:00:00,2013-09-05 05:01:32,#HELLYEAH RT @BriLichtenberg: NEW YORK FASHION WEEK PHASE TWO: THE WALK #nyfw #blrunwaytest #dayinthelife #mbfw http://t.co/KXm9IITd8s,0,"","","",post,id:twitter.com:103097164,"",Twitter for iPhone,"",en,-1,http://t.co/KXm9IITd8s ,http://twitter.com/BriLichtenberg/statuses/375423358055501824,"",activity,f,Twitter,HELLYEAH;nyfw;blrunwaytest;dayinthelife;mbfw,http://Instagram.com/p/d3AMlTA0qN/ ,60,"contains:""#mbfw"";mbfw",point,38.50038,-80.50009,,,United States,"",West Virginia,id:twitter.com:103097164,Lauren Gonzalez,698,514,7,https://si0.twimg.com/profile_images/3166015548/dc8d66fee65ae59faf5cdd134a711f1d_normal.jpeg,en,http://www.twitter.com/Lauren_Alexa,West Egg,Lauren_Alexa,12108,Family fashion social media the Stones the Giants + oreos. Creating my dream job. https://overdressedunderscored.wordpress.com,Central Time (US & Canada),-18000,
tag:search.twitter.com2005:375483703256174592,3000-01-01 00:00:00,2013-09-05 05:01:05,RT @JonasBrothers: NY Fashion Week time. Can`t wait to see @RichardChaiNY collection tomorrow! #MBFW,186,"","","",share,id:twitter.com:517656844,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,MBFW,"",19,"contains:""#mbfw"";mbfw",point,63.43049,10.39506,,,Norway,Trondheim,Sør-Trøndelag,id:twitter.com:517656844,Maria Postholm,70,169,0,https://si0.twimg.com/profile_images/3516940360/6f8c6360a36c404e92afa2ffdee15af7_normal.jpeg,en,http://www.twitter.com/MariaPostholm,Trondheim,MariaPostholm,572,"","",0,
tag:search.twitter.com2005:375483485232070656,3000-01-01 00:00:00,2013-09-05 05:00:13,Fashion`s Night Out has been canceled this year but New York Fashion Week starts today. Time to start planning! #FNO #NYFW #MBFW,0,"","","",post,id:twitter.com:13641402,"",Twitter for iPhone,"",en,-1,"","","",activity,f,Twitter,FNO;NYFW;MBFW,"",44,"contains:""#mbfw"";mbfw",point,43.00035,-75.4999,,,United States,"",New York,id:twitter.com:13641402,Karin du Maire,584,533,52,https://si0.twimg.com/profile_images/421658653/Karin1_normal.jpg,en,http://www.twitter.com/KarinduMaire,New York NY,KarinduMaire,1586,Traveler Photographer Stylist Manager Consultant Entrepreneur. Founder of #PhotographyChat on Twitter Photography Chat on Google+ Flickr Paper.li.,Eastern Time (US & Canada),-14400,
tag:search.twitter.com2005:375482074851201024,3000-01-01 00:00:00,2013-09-05 04:54:37,Ok. Ok. One more :) Ivana Helsinki SS2014. Matthew Curtis Hair &amp; AjCrimson on Makeup. #nyfw #mbfw… http://t.co/hvt6thTY9Q,0,"","","",post,id:twitter.com:34589069,"",Instagram,"",en,-1,http://t.co/hvt6thTY9Q ,"","",activity,f,Twitter,nyfw;mbfw…,http://instagram.com/p/d3bVo4QC0M/ ,33,"contains:""#mbfw"";mbfw",point,29.95465,-90.07507,,,United States,New Orleans,Louisiana,id:twitter.com:34589069,Chip Kennedy,31,44,4,https://si0.twimg.com/profile_images/1536783517/304419_10150374397609809_511814808_9981353_2785968_n_normal.jpg,en,http://www.twitter.com/_Chip,New Orleans La,_Chip,1071,Dream your Life LIVE your Dream!,Central Time (US & Canada),-18000,
tag:search.twitter.com2005:375481854654447616,3000-01-01 00:00:00,2013-09-05 04:53:44,New York Fashion Week J`arrive ! #nyfw #mbfw http://t.co/NBXZ6aOnb0,0,"","","",post,id:twitter.com:21777519,"",Instagram,"",en,-1,http://t.co/NBXZ6aOnb0 ,"","",activity,f,Twitter,nyfw;mbfw,http://instagram.com/p/d3bKRHA3iv/ ,62,"contains:""#mbfw"";mbfw",point,48.85341,2.3488,,,France,Paris,Île-de-France,id:twitter.com:21777519,Pascal @luxsure,8856,2456,200,https://si0.twimg.com/profile_images/378800000368547655/e37b8e293557c9c7182758feb5131df1_normal.jpeg,fr,http://www.twitter.com/luxsure,Paris,luxsure,52267,Directeur du groupe de presse de luxe : Luxsure. Entrepreneur. Consultant en social media. Twittos impulsif. Observateur de la mode.,Paris,7200,
